@RELATION data/svmMusicGenre3
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {Classical,Electronic,Jazz}

@DATA
0.084621,0.011553,3.189716,0.180534,0.199572,0.681244,0.012122,0.133658,-26.578809,2.320060,0.176964,0.172701,0.053915,0.086292,-0.173664,0.015651,-0.185387,-0.056571,-0.118813,-0.037322,-0.069635,0.026407,0.004669,0.042504,0.017652,0.024248,0.017281,0.046262,0.002664,0.006414,0.017472,0.037078,0.004680,0.036385,0.042931,0.010836,0.129650,0.042090,0.024890,0.381124,0.010101,0.090987,1.499885,0.598052,0.512137,0.328668,0.371971,0.347763,0.321453,0.282157,0.265480,0.258334,0.260029,0.240592,0.263617,0.031432,0.005908,0.042456,0.021172,0.025696,0.021406,0.040934,0.004356,0.008274,0.019401,0.034610,0.006757,0.014864,75.000000,0.050552,Jazz
0.096683,0.010989,3.170994,0.164997,0.173960,0.825335,0.009489,0.149653,-26.857076,2.128577,-0.082040,0.069008,0.180403,0.126317,0.093585,0.055985,0.069722,0.033346,0.036035,0.059090,0.012337,0.017643,0.006641,0.034643,0.013844,0.037396,0.008557,0.032494,0.004572,0.007777,0.009199,0.032541,0.006677,0.027643,0.034527,0.011558,0.161452,0.032617,0.024875,0.340827,0.008080,0.064790,1.698017,0.621929,0.484627,0.344892,0.313315,0.278626,0.267341,0.282226,0.267635,0.261890,0.271141,0.245240,0.209925,0.017248,0.007830,0.029086,0.013614,0.035446,0.009415,0.025646,0.006220,0.008369,0.009197,0.025287,0.007824,0.010891,85.714286,0.104459,Jazz
0.091629,0.010354,3.152296,0.171899,0.181380,0.864930,0.009293,0.154113,-25.975131,2.103713,-0.001291,0.138099,-0.039691,-0.068459,0.145945,-0.017692,-0.018114,0.198414,0.015749,0.079313,-0.013548,0.010485,0.005112,0.032399,0.011189,0.021515,0.009699,0.045669,0.002378,0.012563,0.017641,0.027720,0.008640,0.026310,0.035112,0.006834,0.156680,0.033860,0.023190,0.417544,0.006791,0.077219,1.510102,0.602625,0.434459,0.322410,0.307777,0.265125,0.251965,0.246751,0.265218,0.271347,0.263802,0.236015,0.222091,0.010786,0.006419,0.032040,0.013250,0.023358,0.011829,0.040676,0.003844,0.013873,0.017386,0.021562,0.013179,0.012416,171.428571,0.100000,Jazz
0.087383,0.015264,3.143801,0.152850,0.161199,0.856452,0.009029,0.138963,-25.580492,2.131328,-0.400693,0.211976,-0.304999,0.058852,-0.061451,0.083003,-0.006318,0.223209,-0.006230,0.086891,-0.041517,0.024062,0.005974,0.038825,0.011627,0.016464,0.012139,0.022213,0.002710,0.012967,0.014515,0.024851,0.016707,0.024306,0.030043,0.012047,0.164795,0.027475,0.024488,0.343353,0.006415,0.055459,1.778625,0.570704,0.368360,0.273489,0.275869,0.245554,0.236685,0.243380,0.257389,0.233947,0.237704,0.225403,0.214541,0.022439,0.006428,0.041052,0.012266,0.015255,0.013868,0.020001,0.003841,0.014342,0.014201,0.018359,0.017211,0.011331,92.307692,0.073597,Jazz
0.078599,0.010271,3.148984,0.132422,0.158486,0.443626,0.011725,0.092016,-27.446406,2.899326,-0.777349,0.219730,-0.094085,0.185874,-0.103026,-0.196926,-0.149135,0.004950,0.019846,0.096690,0.078587,0.015803,0.003907,0.029280,0.018258,0.025105,0.014530,0.036477,0.010004,0.011193,0.021818,0.014671,0.004492,0.026652,0.018466,0.009778,0.189127,0.027215,0.032523,0.231814,0.012227,0.023630,1.471283,0.638709,0.356475,0.359257,0.330632,0.330721,0.337990,0.354571,0.370053,0.310517,0.271052,0.213604,0.193173,0.018008,0.006306,0.029155,0.017751,0.026467,0.014801,0.034441,0.015006,0.010603,0.021547,0.014023,0.005707,0.012116,120.000000,0.053423,Jazz
0.128713,0.029883,3.190111,0.219366,0.198869,1.334778,0.007411,0.227445,-24.418297,1.391741,-0.112216,0.018467,-0.233350,0.041391,-0.111162,0.010789,0.103316,0.035937,0.060547,0.013362,-0.042810,0.014494,0.008080,0.025738,0.013336,0.020100,0.009733,0.017669,0.008589,0.006738,0.020250,0.020317,0.007287,0.022215,0.034942,0.019284,0.170089,0.030795,0.016857,0.410663,0.005515,0.078021,1.313426,0.643192,0.372776,0.296348,0.258537,0.276416,0.265223,0.319214,0.297661,0.286762,0.318994,0.257711,0.241883,0.013798,0.009344,0.025475,0.013537,0.021021,0.010476,0.016998,0.010977,0.007112,0.020019,0.018698,0.009295,0.009634,171.428571,0.059983,Jazz
0.068977,0.011701,3.195853,0.145336,0.176633,0.531670,0.011445,0.102980,-26.890060,2.735442,-0.132887,0.154991,-0.060592,-0.099847,-0.167255,-0.119892,-0.028256,-0.059740,-0.052823,0.023531,-0.015609,0.018915,0.008368,0.036562,0.016793,0.023190,0.018513,0.035612,0.003212,0.014009,0.014180,0.041987,0.004119,0.031548,0.027007,0.006890,0.108540,0.035140,0.030156,0.265816,0.010550,0.056630,1.185375,0.508409,0.405965,0.342815,0.287445,0.286376,0.264257,0.258726,0.237474,0.231969,0.241413,0.229391,0.216408,0.018753,0.009244,0.028874,0.018412,0.021550,0.019681,0.028113,0.004458,0.013975,0.011603,0.029125,0.004842,0.011393,171.428571,0.047818,Jazz
0.155270,0.016838,3.189316,0.246651,0.213661,1.326818,0.007269,0.284308,-25.276389,1.527675,0.254362,0.015347,0.119176,-0.122872,0.159000,-0.033054,0.061448,0.140569,-0.018106,0.043224,0.005481,0.011155,0.004982,0.036226,0.011438,0.022454,0.007303,0.032906,0.002664,0.010058,0.013075,0.025795,0.006655,0.024221,0.052770,0.010162,0.130759,0.038979,0.018838,0.454378,0.005568,0.121041,1.255827,0.590446,0.432996,0.339589,0.293737,0.282923,0.262453,0.259655,0.273792,0.285957,0.276888,0.256429,0.229199,0.011851,0.006097,0.037120,0.013793,0.020744,0.009095,0.028510,0.003995,0.012521,0.013279,0.020968,0.009812,0.011357,200.000000,0.091098,Jazz
0.093769,0.010667,3.200931,0.153755,0.159472,0.761498,0.008034,0.148780,-26.633222,2.203863,-0.374618,-0.388291,-0.055932,0.070013,-0.085314,0.030916,-0.099193,0.079284,-0.110215,-0.026245,-0.019042,0.013421,0.011022,0.024055,0.014468,0.018802,0.019115,0.018837,0.003223,0.019544,0.011924,0.025037,0.008849,0.023768,0.025630,0.006928,0.096722,0.024724,0.024893,0.285009,0.006033,0.052441,1.222562,0.496663,0.402348,0.293908,0.262449,0.241196,0.243887,0.245392,0.236280,0.247326,0.243930,0.210366,0.200658,0.012497,0.011226,0.023358,0.014552,0.014849,0.016220,0.013495,0.004369,0.020902,0.010592,0.018022,0.009949,0.009307,85.714286,0.061747,Jazz
0.107543,0.011329,3.224213,0.155004,0.146913,1.077310,0.008713,0.177390,-26.009149,1.790478,-0.515996,0.187342,-0.419345,0.218341,-0.502378,0.116906,-0.123161,0.094645,0.015196,0.022345,0.015612,0.016899,0.011621,0.018576,0.010320,0.019630,0.016623,0.017339,0.003594,0.010658,0.014484,0.020884,0.011884,0.022299,0.022579,0.005662,0.086913,0.022125,0.026842,0.247172,0.006127,0.038241,1.045383,0.517548,0.367366,0.277242,0.276795,0.255654,0.253178,0.241924,0.240800,0.239503,0.235337,0.223663,0.212360,0.013487,0.011920,0.016953,0.010118,0.013923,0.015902,0.013538,0.004564,0.010502,0.012138,0.015840,0.011795,0.009567,85.714286,0.056616,Jazz
0.056119,0.008788,3.166694,0.138130,0.189565,0.293185,0.006773,0.065220,-27.916378,3.139462,-0.115753,0.273184,-0.029943,0.172952,0.184318,0.096144,-0.015070,-0.031079,0.115418,0.133290,0.047839,0.016797,0.003353,0.060875,0.016177,0.024396,0.016802,0.080867,0.000824,0.006175,0.009422,0.042433,0.005109,0.043026,0.017840,0.007300,0.127055,0.027712,0.027895,0.150230,0.007397,0.024377,1.330532,0.465530,0.392501,0.286349,0.292333,0.261675,0.263628,0.247550,0.260657,0.230147,0.231710,0.193841,0.167064,0.014075,0.003696,0.032856,0.014141,0.016704,0.015370,0.043053,0.001133,0.005872,0.008415,0.026797,0.005797,0.012616,171.428571,0.051895,Jazz
0.077138,0.011333,3.171914,0.144189,0.169334,0.570697,0.006626,0.106852,-25.984793,2.827708,-0.622593,-0.031148,-0.237621,0.020845,-0.151813,0.071849,-0.088334,0.122946,0.047224,0.103575,0.011786,0.019402,0.011357,0.029404,0.019224,0.014516,0.009711,0.026530,0.002586,0.015150,0.021453,0.023852,0.006587,0.022116,0.013700,0.008934,0.128597,0.023874,0.028656,0.174833,0.006333,0.023385,1.042199,0.406690,0.306586,0.300096,0.267674,0.236859,0.273628,0.257394,0.238694,0.243164,0.243590,0.210586,0.185370,0.017997,0.013224,0.021757,0.019953,0.012942,0.008106,0.022604,0.003128,0.012307,0.017102,0.019803,0.006266,0.008762,150.000000,0.054873,Jazz
0.107229,0.017462,3.178796,0.205374,0.207818,1.037311,0.008279,0.178729,-25.280823,1.644443,0.001515,0.275576,0.196388,0.189873,0.250455,0.091005,0.055946,0.046042,0.169076,0.119066,0.136158,0.009448,0.003231,0.047645,0.006104,0.018519,0.010166,0.060512,0.002211,0.007290,0.011830,0.051694,0.005462,0.034835,0.036765,0.010118,0.136817,0.026490,0.019644,0.398452,0.007179,0.078668,1.368645,0.476106,0.413547,0.259927,0.284389,0.246317,0.253289,0.252838,0.262611,0.271383,0.263392,0.239952,0.217471,0.010160,0.004786,0.042402,0.007544,0.018844,0.012405,0.046970,0.003281,0.008679,0.012448,0.040915,0.007822,0.015219,109.090909,0.074163,Jazz
0.076784,0.027425,3.207134,0.141978,0.161775,0.683147,0.008331,0.114883,-24.940363,2.533596,-0.510699,-0.115367,-0.114580,-0.252545,-0.184887,-0.091044,-0.066905,0.094074,-0.085741,0.034565,0.060147,0.024898,0.012705,0.022926,0.017246,0.019973,0.021391,0.026299,0.002811,0.012166,0.013685,0.023276,0.008929,0.027086,0.015884,0.012020,0.084438,0.021281,0.025592,0.211553,0.006386,0.028474,0.920014,0.405527,0.366243,0.288323,0.294754,0.255200,0.257753,0.245945,0.256228,0.252898,0.242379,0.245090,0.211561,0.020263,0.011631,0.025582,0.014903,0.016695,0.018728,0.020461,0.003380,0.011101,0.010801,0.017424,0.010496,0.009267,92.307692,0.053517,Jazz
0.095498,0.016882,3.194010,0.151616,0.154966,0.833468,0.009054,0.143159,-25.456162,2.118392,-0.583519,-0.156969,-0.383179,0.052124,-0.202273,-0.029353,-0.168556,-0.065860,-0.095930,0.018633,0.027117,0.012954,0.007678,0.023900,0.019939,0.020725,0.032452,0.013811,0.005335,0.015380,0.008028,0.021828,0.007030,0.023401,0.026566,0.009560,0.099055,0.025370,0.025870,0.293550,0.005986,0.044704,1.288737,0.555474,0.347889,0.293923,0.249232,0.237502,0.238357,0.235306,0.254104,0.257220,0.227218,0.226641,0.193356,0.012090,0.008690,0.021000,0.018819,0.017103,0.026952,0.011380,0.007724,0.015200,0.007850,0.018678,0.008323,0.009563,92.307692,0.067087,Jazz
0.108298,0.007267,3.147700,0.166759,0.155912,1.080464,0.009883,0.185435,-26.411918,1.668279,-0.119885,0.068717,-0.263915,0.204795,-0.265724,0.142957,-0.094368,0.132598,-0.071010,-0.046695,-0.066941,0.028651,0.007066,0.031192,0.009577,0.024385,0.013092,0.014425,0.003025,0.010655,0.011516,0.016812,0.012483,0.022275,0.031635,0.005004,0.157747,0.027630,0.022843,0.369276,0.006847,0.058503,1.456872,0.600381,0.372865,0.312875,0.275483,0.254021,0.251003,0.261701,0.272947,0.254331,0.247468,0.231575,0.232545,0.024991,0.008385,0.029998,0.009443,0.020402,0.013126,0.013300,0.004249,0.011400,0.011233,0.012465,0.013555,0.009993,200.000000,0.097768,Jazz
0.069644,0.015824,3.209327,0.146366,0.175766,0.564592,0.007133,0.110860,-26.426792,2.653500,-0.091919,-0.254813,-0.398415,-0.053609,-0.012202,0.092302,0.246373,0.054656,0.096638,0.106567,0.042843,0.015525,0.011170,0.040427,0.009016,0.018278,0.006312,0.026907,0.002473,0.008238,0.016518,0.047166,0.017597,0.032034,0.023414,0.009608,0.097637,0.028984,0.024855,0.288591,0.007719,0.047901,1.008071,0.575332,0.344799,0.304468,0.267371,0.263601,0.251973,0.279607,0.266008,0.249253,0.247956,0.212928,0.183390,0.014979,0.009534,0.035914,0.008939,0.016235,0.006427,0.023332,0.003381,0.007550,0.014986,0.030805,0.016137,0.011294,171.428571,0.051910,Jazz
0.073641,0.035499,3.169487,0.164874,0.195364,0.444384,0.015440,0.110917,-26.040105,2.931654,0.245938,-0.023853,-0.122514,-0.073760,-0.141546,-0.140345,-0.105877,-0.099494,-0.011644,-0.012377,-0.058660,0.033334,0.003051,0.034871,0.021848,0.025536,0.024645,0.027930,0.002661,0.014237,0.020040,0.024104,0.005294,0.037101,0.051621,0.026332,0.168346,0.057333,0.031572,0.365128,0.015045,0.097309,1.748282,0.634764,0.461410,0.400636,0.322212,0.286085,0.290279,0.284254,0.273168,0.289563,0.299931,0.272860,0.261985,0.035862,0.004421,0.035016,0.028210,0.031610,0.035001,0.029568,0.004375,0.016434,0.021821,0.021706,0.007118,0.013649,85.714286,0.064601,Jazz
0.075336,0.024132,3.210292,0.132161,0.146533,0.657596,0.009297,0.113430,-24.984689,2.555724,-0.906680,-0.053743,-0.489268,-0.179545,-0.284206,-0.146215,-0.086777,0.013254,-0.191751,-0.028974,-0.070578,0.017088,0.011785,0.023137,0.016518,0.019912,0.023025,0.014426,0.005039,0.013974,0.010718,0.023816,0.008956,0.023819,0.015526,0.011933,0.080807,0.022148,0.031718,0.218999,0.006704,0.027261,0.870854,0.461551,0.362189,0.286714,0.267250,0.249292,0.236209,0.237036,0.246584,0.253862,0.237853,0.234313,0.216221,0.015848,0.012843,0.021164,0.015652,0.017310,0.020895,0.013062,0.005638,0.013434,0.009184,0.019774,0.008901,0.009061,85.714286,0.057106,Jazz
0.089548,0.016678,3.130445,0.165953,0.185960,0.732533,0.011537,0.148754,-25.719783,2.495262,0.373393,0.302177,0.067672,0.166022,0.003510,-0.015968,-0.088962,0.087549,0.027804,0.099856,0.047351,0.024725,0.001922,0.041672,0.012270,0.033002,0.010490,0.035813,0.001640,0.014079,0.015273,0.029008,0.005079,0.028325,0.033970,0.012507,0.171496,0.035722,0.025341,0.350014,0.009076,0.071802,1.659706,0.579074,0.408403,0.318079,0.276025,0.260613,0.240261,0.245115,0.259091,0.277542,0.252197,0.227908,0.206605,0.026451,0.002313,0.035894,0.014109,0.030259,0.013231,0.028736,0.002332,0.015915,0.015071,0.022531,0.006543,0.010062,150.000000,0.077738,Jazz
0.123377,0.017981,3.183099,0.199464,0.187468,1.127527,0.007418,0.220237,-24.980856,1.836387,0.094297,0.069316,-0.037722,-0.092574,0.096799,-0.111602,-0.045535,0.121156,-0.028294,0.071957,0.069228,0.015480,0.009090,0.032053,0.011592,0.026575,0.014677,0.032716,0.003462,0.011570,0.011824,0.020683,0.004513,0.023627,0.039926,0.009636,0.119710,0.031160,0.016678,0.398362,0.005684,0.082541,1.126539,0.497133,0.356945,0.276638,0.264431,0.260895,0.242614,0.242355,0.250484,0.251375,0.240240,0.230248,0.215336,0.016018,0.011034,0.027364,0.012468,0.022938,0.016349,0.027702,0.004173,0.011570,0.011024,0.014938,0.005274,0.009865,109.090909,0.078351,Jazz
0.054795,0.004893,3.153972,0.125300,0.168593,0.428958,0.007812,0.077731,-27.805378,2.818237,0.095539,0.514897,-0.152498,-0.059341,0.030327,0.261262,0.048405,0.135120,0.122514,0.037023,-0.016589,0.018085,0.008741,0.048223,0.011893,0.039779,0.008458,0.050079,0.001366,0.004738,0.016521,0.039291,0.009296,0.034568,0.019730,0.003509,0.141794,0.027392,0.028582,0.212931,0.007006,0.031664,1.087468,0.461826,0.326507,0.297473,0.275666,0.249291,0.245653,0.252908,0.246563,0.259993,0.254404,0.196584,0.205421,0.017446,0.011703,0.034594,0.011690,0.028886,0.010217,0.037444,0.002093,0.004623,0.013499,0.024330,0.011698,0.010718,80.000000,0.060434,Jazz
0.074298,0.017432,3.199787,0.157860,0.188903,0.544171,0.006892,0.107473,-25.810160,2.676940,-0.215333,-0.264591,-0.413882,0.002331,0.032828,-0.025152,0.075505,0.021980,0.100480,0.116130,0.044002,0.017614,0.004274,0.032320,0.015179,0.020681,0.009535,0.037790,0.003029,0.011237,0.014847,0.039308,0.015804,0.029632,0.021341,0.009288,0.108667,0.026426,0.023919,0.239413,0.007078,0.040396,0.956610,0.455555,0.304659,0.284609,0.280134,0.247219,0.237260,0.268235,0.258353,0.255669,0.243811,0.213028,0.174807,0.016264,0.004600,0.030389,0.013784,0.017691,0.009260,0.027868,0.004229,0.010375,0.012593,0.026721,0.014052,0.010456,150.000000,0.052715,Jazz
0.067421,0.010645,3.201289,0.152452,0.186192,0.440061,0.010197,0.101068,-27.265167,2.973623,-0.113829,0.197643,-0.149296,-0.020486,0.066522,0.182405,0.022654,0.051335,-0.136720,-0.062332,-0.131052,0.028086,0.007288,0.047338,0.017960,0.022838,0.013420,0.053216,0.002079,0.005810,0.014924,0.034861,0.008655,0.038057,0.041120,0.007864,0.113907,0.050648,0.031551,0.279965,0.009853,0.072770,1.366669,0.496192,0.467768,0.291400,0.318332,0.269599,0.251763,0.246545,0.252235,0.232394,0.229036,0.232298,0.230835,0.025273,0.008446,0.036372,0.017736,0.018960,0.014275,0.036110,0.003669,0.007069,0.013162,0.025238,0.009849,0.012524,120.000000,0.055810,Jazz
0.106069,0.007331,3.156286,0.178186,0.188075,0.888100,0.008904,0.185854,-26.693277,2.432846,0.200083,0.030201,0.024851,-0.002170,-0.048936,0.029830,0.032796,0.091508,0.035175,-0.037188,-0.002445,0.018008,0.004286,0.047491,0.019946,0.022804,0.010222,0.020582,0.001771,0.008378,0.017987,0.041764,0.005294,0.025571,0.040559,0.005043,0.137986,0.036048,0.020747,0.417296,0.007305,0.084580,1.406462,0.617028,0.421779,0.304038,0.269549,0.234351,0.215122,0.223242,0.221055,0.227057,0.218168,0.219718,0.199576,0.016791,0.005035,0.038711,0.020596,0.019710,0.011888,0.014601,0.002615,0.008921,0.014087,0.030146,0.005671,0.010311,150.000000,0.093815,Jazz
0.134361,0.008682,3.160752,0.235298,0.226627,1.107431,0.008105,0.249318,-26.707679,2.167674,0.438451,0.280945,0.009510,-0.106198,0.124715,0.028911,-0.067367,0.138353,-0.061752,-0.014957,-0.009418,0.018288,0.004045,0.041633,0.014557,0.021243,0.011441,0.030454,0.001484,0.009345,0.010919,0.047861,0.004360,0.028266,0.052281,0.006275,0.140986,0.046446,0.019561,0.491102,0.006567,0.125641,1.588363,0.582183,0.400385,0.307206,0.276036,0.262203,0.262465,0.259254,0.282649,0.277624,0.278264,0.263676,0.238103,0.021246,0.005191,0.034591,0.016260,0.021237,0.014206,0.027009,0.002028,0.010240,0.010294,0.035695,0.005378,0.011387,133.333333,0.099914,Jazz
0.094460,0.026295,3.166836,0.155277,0.153540,0.916837,0.008433,0.149779,-24.019643,1.935893,-0.539076,-0.156226,-0.321791,-0.086507,-0.058620,-0.076549,-0.064150,0.148668,-0.055237,0.050172,-0.011469,0.014754,0.007896,0.027383,0.015877,0.015499,0.013637,0.018033,0.006912,0.013306,0.013167,0.025022,0.009737,0.019351,0.024327,0.017605,0.131226,0.022815,0.022265,0.337434,0.005788,0.050449,1.390217,0.518437,0.311665,0.261935,0.263289,0.242063,0.241130,0.243687,0.240698,0.240056,0.236039,0.223287,0.203842,0.013944,0.008391,0.028062,0.015401,0.013087,0.013758,0.015028,0.008198,0.013504,0.012495,0.019806,0.010693,0.008770,100.000000,0.085162,Jazz
0.098599,0.007673,3.153999,0.185272,0.204064,0.741052,0.007656,0.141740,-26.223573,2.495924,-0.279952,0.011479,-0.139286,-0.001399,-0.024277,0.104756,-0.024722,0.070210,0.037722,0.061604,0.007354,0.020857,0.008918,0.034363,0.021067,0.023312,0.008467,0.028270,0.002318,0.012760,0.022181,0.023816,0.005548,0.022293,0.025305,0.005465,0.137751,0.030105,0.023586,0.235664,0.005465,0.051860,1.057022,0.342301,0.289552,0.275809,0.251027,0.220406,0.231526,0.214142,0.201174,0.214783,0.216255,0.200323,0.182512,0.019566,0.010846,0.023360,0.021574,0.018719,0.007603,0.023717,0.002427,0.012435,0.018748,0.017374,0.005320,0.008118,133.333333,0.073410,Jazz
0.096467,0.023650,3.174108,0.205877,0.223092,0.793270,0.008326,0.135173,-25.203800,2.099990,0.337542,0.107767,0.008149,0.258691,0.110140,0.055984,0.041362,-0.021954,0.024705,0.044557,0.117476,0.023238,0.003606,0.051406,0.013638,0.022268,0.011200,0.042816,0.005147,0.006112,0.012652,0.049533,0.004556,0.034729,0.035453,0.012509,0.147909,0.030436,0.019100,0.375918,0.007015,0.078851,1.049190,0.461210,0.350582,0.269871,0.244228,0.248552,0.242015,0.323960,0.325898,0.293795,0.280698,0.255046,0.208703,0.026079,0.005468,0.040848,0.017137,0.023239,0.014784,0.038490,0.009423,0.008894,0.014307,0.037852,0.006419,0.011292,85.714286,0.058072,Jazz
0.078980,0.023185,3.193035,0.140805,0.162435,0.516666,0.013340,0.112688,-25.625516,2.933269,-0.186709,-0.125178,-0.202512,-0.314960,-0.084354,-0.175179,-0.171852,-0.163573,-0.080184,-0.053845,-0.018009,0.028104,0.006185,0.014033,0.015281,0.033860,0.016330,0.032889,0.004383,0.015798,0.012557,0.017432,0.014680,0.024491,0.020842,0.008675,0.073282,0.030189,0.030808,0.205671,0.007494,0.039686,0.919896,0.539865,0.377123,0.294763,0.256199,0.239774,0.215834,0.225910,0.219379,0.224426,0.220802,0.217591,0.188503,0.020428,0.007670,0.011925,0.014776,0.024462,0.015569,0.024344,0.006820,0.016392,0.010105,0.011769,0.014204,0.008138,300.000000,0.050827,Jazz
0.066715,0.011058,3.132856,0.143563,0.179752,0.467349,0.012223,0.106772,-26.743214,3.109029,0.361777,0.156379,-0.012597,0.028030,0.085244,-0.006542,0.006132,0.061292,0.144448,0.082830,0.064246,0.015048,0.003955,0.048985,0.017498,0.039767,0.013571,0.027711,0.001778,0.007895,0.021689,0.036500,0.004196,0.030056,0.026155,0.007631,0.155009,0.033823,0.028362,0.258882,0.008702,0.056794,1.304715,0.579229,0.337550,0.298799,0.284549,0.247434,0.229719,0.242843,0.240752,0.243521,0.236667,0.237209,0.219881,0.017266,0.005384,0.037625,0.021211,0.032706,0.016419,0.023274,0.002714,0.009358,0.017054,0.024678,0.005996,0.009407,120.000000,0.065102,Jazz
0.110418,0.007329,3.121002,0.205028,0.213384,0.825138,0.010713,0.189376,-27.657077,2.270709,0.568926,0.114055,0.199372,-0.037658,0.124853,0.021658,0.066959,0.172930,0.009666,0.028641,-0.006149,0.021788,0.003605,0.043429,0.010784,0.026871,0.006524,0.040639,0.002249,0.008688,0.009704,0.048263,0.010200,0.031515,0.049359,0.005705,0.176648,0.042814,0.020927,0.422685,0.008928,0.111261,1.635650,0.537650,0.399972,0.346002,0.311236,0.281914,0.282208,0.282370,0.290629,0.281439,0.264819,0.238412,0.205665,0.023051,0.005286,0.035113,0.013447,0.026570,0.008033,0.035839,0.003524,0.012279,0.009774,0.034201,0.013021,0.011785,92.307692,0.065649,Jazz
0.068287,0.022737,3.201559,0.149117,0.182624,0.469140,0.008453,0.103720,-25.853359,2.689853,-0.114529,-0.241826,-0.403073,0.129767,0.133795,0.097030,0.108109,0.110968,0.247696,0.172213,0.031844,0.009068,0.010623,0.038355,0.010634,0.018857,0.011665,0.032594,0.002461,0.009096,0.016262,0.044704,0.012133,0.032311,0.024313,0.012575,0.124043,0.032530,0.026800,0.270486,0.008766,0.047357,1.063425,0.581250,0.389863,0.297567,0.312459,0.301037,0.265958,0.272972,0.269771,0.261188,0.239237,0.216184,0.178465,0.009553,0.012023,0.036105,0.010825,0.016791,0.013229,0.028920,0.004080,0.009591,0.013686,0.032000,0.010696,0.012613,133.333333,0.061357,Jazz
0.122252,0.016744,3.202861,0.185623,0.176229,1.057315,0.010487,0.193675,-25.623525,1.559560,-0.364307,0.090403,-0.252113,0.148781,-0.066652,0.049131,0.003558,0.151407,-0.023077,0.008405,-0.040215,0.012603,0.007861,0.022352,0.013435,0.008862,0.021726,0.024633,0.002890,0.009345,0.010216,0.036158,0.006887,0.023842,0.035012,0.012834,0.127818,0.032068,0.022437,0.337302,0.008346,0.062229,1.407419,0.645286,0.462323,0.377943,0.335851,0.326573,0.271883,0.277682,0.308255,0.289881,0.265115,0.249290,0.227295,0.012839,0.009016,0.021369,0.015111,0.008986,0.024920,0.024984,0.004704,0.013140,0.012638,0.031184,0.007728,0.012063,150.000000,0.058405,Jazz
