@RELATION data/svmMusicGenre3
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {Classical,Electronic,Jazz}

@DATA
0.111335,0.006851,3.218554,0.174460,0.175006,1.096799,0.006907,0.186792,-27.690097,1.798481,-0.104325,0.086448,-0.078128,0.108825,-0.108570,0.287280,0.086619,0.015150,-0.001679,0.077706,0.028652,0.018778,0.011085,0.032854,0.014882,0.017467,0.016545,0.037266,0.001996,0.004395,0.017853,0.033557,0.007064,0.026430,0.029421,0.004093,0.066074,0.023339,0.017801,0.303157,0.003670,0.060650,0.919487,0.386864,0.258862,0.260290,0.235667,0.243451,0.234584,0.248361,0.254035,0.244890,0.248408,0.202127,0.184296,0.016464,0.011922,0.022580,0.013502,0.014660,0.013398,0.025253,0.002265,0.004588,0.014403,0.022180,0.007081,0.008635,300.000000,0.065658,Classical
0.116382,0.013840,3.231106,0.175938,0.174826,1.125659,0.005855,0.182007,-26.347843,1.769310,-0.306695,0.131400,-0.339775,-0.080260,-0.127002,-0.010335,-0.113877,-0.051265,-0.038439,0.033040,-0.008832,0.015594,0.004805,0.027802,0.019007,0.019037,0.016735,0.035646,0.003771,0.004927,0.027544,0.027991,0.006281,0.026039,0.022566,0.006097,0.052636,0.018902,0.017936,0.227745,0.004097,0.037410,0.579187,0.339607,0.254022,0.253595,0.244303,0.238857,0.229413,0.230284,0.225447,0.228139,0.220625,0.194210,0.184536,0.012405,0.004754,0.019546,0.014113,0.013734,0.014926,0.021156,0.004058,0.004147,0.019525,0.018583,0.005762,0.008476,85.714286,0.047599,Classical
0.060395,0.016022,3.206268,0.122693,0.158723,0.279217,0.007427,0.073138,-27.340071,3.236831,-0.806540,-0.342227,-0.505429,-0.140226,-0.177737,-0.056808,-0.037483,0.006710,-0.046601,-0.007870,-0.092050,0.012059,0.017450,0.014304,0.034738,0.014770,0.016418,0.019282,0.001779,0.007425,0.021787,0.032981,0.029861,0.034049,0.009639,0.011236,0.116225,0.027954,0.039131,0.136248,0.010723,0.012819,1.330960,0.553261,0.335994,0.286634,0.269838,0.251355,0.252845,0.265284,0.266588,0.253014,0.230816,0.198387,0.201233,0.010395,0.017072,0.012204,0.030463,0.012000,0.014245,0.015028,0.001940,0.006749,0.020016,0.022532,0.022151,0.009302,200.000000,0.050238,Classical
0.096095,0.008236,3.223012,0.154180,0.163075,0.937318,0.006291,0.146822,-26.027163,2.165896,-0.446375,0.114602,-0.320873,0.103848,0.043366,0.064579,0.072386,0.044070,0.005963,0.059246,-0.010885,0.011758,0.012632,0.030797,0.009250,0.015045,0.010533,0.031469,0.003258,0.007597,0.012835,0.029793,0.017804,0.021262,0.019771,0.003999,0.054848,0.018275,0.019491,0.226790,0.003500,0.031921,0.770099,0.338865,0.247495,0.247165,0.221523,0.215940,0.225839,0.216338,0.241243,0.222509,0.214743,0.193855,0.175062,0.008954,0.011357,0.021975,0.007917,0.012061,0.007779,0.020072,0.003462,0.006655,0.009403,0.019228,0.016640,0.007086,150.000000,0.046432,Classical
0.050368,0.003477,3.177750,0.107493,0.152040,0.221991,0.005356,0.065700,-30.170908,3.781182,-0.541301,-0.111428,-0.480759,-0.252724,-0.093489,0.067392,-0.037595,-0.094255,-0.013659,0.118530,-0.042328,0.017845,0.015623,0.018148,0.030458,0.023859,0.009829,0.034953,0.001121,0.014979,0.016912,0.035036,0.009559,0.028313,0.006535,0.003287,0.110450,0.026866,0.040361,0.091131,0.006210,0.010223,1.134284,0.584068,0.307641,0.254504,0.199534,0.200922,0.204422,0.218095,0.189191,0.192507,0.182277,0.169521,0.160786,0.010218,0.011684,0.011411,0.020143,0.012811,0.007147,0.019103,0.001170,0.008740,0.010495,0.014452,0.006436,0.007191,120.000000,0.059096,Classical
0.085319,0.009954,3.241470,0.148671,0.163525,0.726248,0.005079,0.131399,-26.832833,2.295271,-0.547902,-0.159854,-0.653343,-0.076103,-0.197000,-0.189727,-0.188706,-0.068455,-0.072162,-0.030767,-0.015027,0.022565,0.003505,0.016850,0.015994,0.023947,0.022499,0.029059,0.003772,0.012230,0.018474,0.019312,0.004687,0.027367,0.017227,0.004331,0.057898,0.021297,0.026601,0.200206,0.003722,0.032426,0.662119,0.397958,0.289685,0.286498,0.270828,0.256479,0.240900,0.234525,0.221600,0.225304,0.221066,0.206723,0.179759,0.014064,0.002842,0.010367,0.009869,0.012368,0.015285,0.018943,0.002919,0.008713,0.011936,0.010607,0.003652,0.008099,300.000000,0.057540,Classical
0.092739,0.005879,3.194846,0.157138,0.171279,0.875168,0.009415,0.146723,-28.791667,2.023078,-0.211716,0.100867,-0.036005,0.278063,0.226457,0.285388,-0.065256,-0.049194,0.040809,0.058038,0.037945,0.014714,0.009807,0.046670,0.016328,0.026791,0.015835,0.039018,0.001847,0.002845,0.011099,0.023625,0.006398,0.031421,0.030205,0.004206,0.108847,0.027980,0.023095,0.328381,0.007513,0.057388,1.257067,0.576408,0.349870,0.317410,0.291147,0.282307,0.280398,0.290848,0.300827,0.291949,0.279795,0.258381,0.205761,0.014443,0.013511,0.037267,0.018293,0.024483,0.013255,0.032781,0.002385,0.003441,0.011236,0.017220,0.007326,0.012009,85.714286,0.091435,Classical
0.049674,0.012725,3.178351,0.115442,0.157702,0.230914,0.005912,0.065584,-28.056729,3.431160,-0.489793,-0.105092,-0.574785,-0.393462,-0.293938,-0.123815,-0.218732,-0.034090,0.101580,0.102382,-0.011762,0.034250,0.004768,0.015992,0.019806,0.025520,0.017100,0.031838,0.001738,0.038203,0.010362,0.016769,0.008230,0.030309,0.007815,0.007442,0.088077,0.027027,0.039252,0.090089,0.006275,0.011586,1.017728,0.498698,0.288721,0.251351,0.222180,0.223759,0.216937,0.206271,0.200342,0.200850,0.212277,0.195590,0.172399,0.024191,0.005068,0.010913,0.016421,0.021473,0.013300,0.019170,0.001998,0.023703,0.005989,0.007628,0.006384,0.008176,240.000000,0.047841,Classical
0.094956,0.007889,3.220339,0.154266,0.165256,0.940937,0.006348,0.147409,-27.383675,2.187374,-0.376733,0.142160,-0.265010,0.017834,-0.037449,0.039667,-0.067441,0.036559,0.053502,0.084072,0.054353,0.013374,0.015446,0.027930,0.011720,0.022277,0.018725,0.024119,0.004904,0.012358,0.018376,0.028996,0.006006,0.022100,0.019804,0.003771,0.057737,0.019618,0.020404,0.240568,0.003764,0.036065,0.715604,0.367966,0.260776,0.248012,0.233117,0.226124,0.220778,0.228961,0.226190,0.225340,0.220214,0.197139,0.184038,0.011518,0.013531,0.019338,0.010488,0.015629,0.015774,0.017879,0.005145,0.010383,0.012772,0.018488,0.005650,0.007218,75.000000,0.051193,Classical
0.127736,0.007077,3.186703,0.156730,0.157243,0.866379,0.010425,0.184756,-27.449571,2.295440,-0.235043,0.145836,-0.383108,0.100380,0.226246,-0.139498,0.059634,-0.025676,-0.142639,0.067119,0.045161,0.011397,0.010057,0.021536,0.011860,0.026071,0.010567,0.032479,0.001176,0.006228,0.012537,0.027177,0.002297,0.019956,0.032735,0.004420,0.083708,0.026777,0.024640,0.265562,0.009100,0.048649,0.850357,0.527367,0.314780,0.258527,0.237240,0.250656,0.263698,0.254925,0.230593,0.255136,0.213299,0.191242,0.173258,0.010517,0.010689,0.017185,0.010804,0.018906,0.010142,0.023889,0.001601,0.005669,0.010694,0.018659,0.002340,0.007897,63.157895,0.062024,Classical
0.177835,0.011654,3.227557,0.233936,0.192373,1.603030,0.007306,0.311178,-25.617941,1.020501,-0.197946,-0.282667,-0.203673,-0.082280,0.090820,0.303501,-0.021588,0.058000,-0.031856,0.064251,0.130899,0.011570,0.019691,0.018202,0.015839,0.010724,0.017276,0.016171,0.006784,0.003871,0.006196,0.018418,0.007351,0.021480,0.049449,0.008316,0.082745,0.026847,0.012814,0.373027,0.004704,0.083451,0.742110,0.450530,0.331121,0.327915,0.304857,0.291504,0.319384,0.338837,0.369872,0.324500,0.316483,0.290049,0.237686,0.013037,0.025473,0.018925,0.018628,0.012702,0.019812,0.017101,0.010039,0.004701,0.007667,0.015980,0.010222,0.010322,171.428571,0.060705,Classical
0.057690,0.006578,3.177837,0.114548,0.155888,0.180593,0.009774,0.070017,-29.551845,3.431350,-0.691436,-0.228241,-0.305430,0.121619,0.171765,0.103846,-0.040763,0.085860,0.090771,0.150738,-0.007374,0.011462,0.026275,0.015905,0.013814,0.018163,0.016018,0.040808,0.005629,0.013360,0.020572,0.020242,0.003731,0.033051,0.009342,0.007135,0.151870,0.028207,0.039574,0.094599,0.012676,0.010841,1.453973,0.646276,0.387452,0.318272,0.279953,0.273132,0.248541,0.267079,0.236041,0.238630,0.227412,0.189047,0.167811,0.012113,0.022182,0.014004,0.017629,0.016277,0.017833,0.027138,0.004941,0.011081,0.015565,0.013390,0.004116,0.013606,150.000000,0.043375,Classical
0.086454,0.008841,3.213970,0.146767,0.164899,0.782629,0.007465,0.131433,-27.322889,2.392208,-0.377861,0.153038,-0.218605,0.063378,0.008700,0.194024,-0.096964,-0.058404,-0.031357,0.101336,0.066134,0.014573,0.005587,0.036611,0.030769,0.019893,0.014764,0.034173,0.002741,0.006514,0.018861,0.030694,0.005251,0.026333,0.020943,0.004887,0.066800,0.022763,0.023883,0.245898,0.004530,0.038976,0.733416,0.432657,0.309294,0.276336,0.258098,0.246416,0.236100,0.233799,0.234699,0.234879,0.226795,0.204157,0.176604,0.011855,0.005185,0.025201,0.022448,0.014640,0.013030,0.025979,0.002889,0.005774,0.015506,0.021468,0.004970,0.008571,109.090909,0.059604,Classical
0.036689,0.004343,3.102114,0.109553,0.165408,0.247301,0.012990,0.053738,-30.304584,3.120836,0.046689,0.292614,0.003900,0.097888,-0.006081,0.213353,0.055503,0.095477,0.061977,0.077965,0.096842,0.013340,0.002919,0.065701,0.010941,0.025278,0.005568,0.101910,0.000651,0.003709,0.007376,0.068777,0.006712,0.049342,0.016762,0.004296,0.142931,0.026027,0.031989,0.173127,0.008848,0.027703,1.432497,0.408562,0.260551,0.254777,0.245674,0.222981,0.232892,0.219689,0.222988,0.215782,0.207667,0.173737,0.159585,0.013120,0.004107,0.047084,0.011717,0.022972,0.005808,0.069907,0.000911,0.004814,0.007286,0.043754,0.007618,0.017400,171.428571,0.053643,Classical
0.094214,0.018480,3.234544,0.143691,0.163688,0.873696,0.003405,0.152663,-25.240846,2.533214,-0.434873,0.262261,-0.103733,0.074198,-0.036194,-0.011508,-0.123652,0.141113,0.017785,-0.035403,-0.055284,0.021923,0.014557,0.045414,0.008952,0.015722,0.013581,0.036793,0.002438,0.006520,0.013102,0.031646,0.007100,0.025300,0.017516,0.004542,0.044978,0.018135,0.022812,0.184108,0.002016,0.038325,0.505724,0.291799,0.251153,0.228316,0.235806,0.219760,0.218036,0.225341,0.256827,0.250463,0.233285,0.196176,0.194193,0.014690,0.010793,0.021507,0.007336,0.010742,0.008368,0.017444,0.001877,0.003922,0.008391,0.016759,0.005985,0.006723,92.307692,0.047931,Classical
0.099953,0.010742,3.174401,0.169346,0.179357,0.921234,0.008072,0.157695,-28.016275,2.050760,-0.401955,0.035033,-0.299078,-0.014274,-0.043735,0.035614,0.037817,0.036709,-0.070461,-0.040349,0.029817,0.023068,0.006263,0.027016,0.012052,0.024484,0.011173,0.038207,0.002674,0.006136,0.015327,0.036877,0.008187,0.027757,0.021453,0.005455,0.083490,0.021396,0.019477,0.210475,0.004834,0.038039,0.930561,0.374926,0.258231,0.232990,0.209518,0.203824,0.205833,0.212746,0.208022,0.204194,0.199088,0.184337,0.166634,0.016255,0.005959,0.018989,0.010462,0.016491,0.009878,0.023722,0.002940,0.005153,0.012650,0.022470,0.007714,0.009008,120.000000,0.054540,Classical
0.107563,0.007650,3.224365,0.170577,0.177181,1.028096,0.006306,0.170826,-26.245980,2.005218,-0.204132,0.015029,-0.208748,0.000082,-0.108491,0.037376,-0.216874,0.075542,0.088957,0.172704,0.021677,0.017023,0.011805,0.027438,0.016704,0.018101,0.016703,0.030300,0.004112,0.010609,0.015735,0.021876,0.003905,0.023207,0.025631,0.003779,0.064177,0.020506,0.016989,0.281870,0.004451,0.052114,0.696550,0.376380,0.306651,0.273328,0.265406,0.257526,0.249313,0.252148,0.259577,0.255924,0.241210,0.219696,0.193422,0.014155,0.011077,0.021382,0.013314,0.014854,0.014561,0.021411,0.003976,0.008752,0.015091,0.015114,0.003638,0.009088,54.545455,0.055468,Classical
0.090725,0.009389,3.180776,0.155003,0.158404,0.849427,0.009486,0.133281,-27.042141,1.793830,-0.523019,0.079627,-0.361795,-0.068793,-0.107904,0.067784,-0.146352,-0.068208,-0.095314,-0.040209,-0.029580,0.013747,0.015855,0.028556,0.012825,0.014333,0.016654,0.033602,0.006301,0.009573,0.012296,0.025659,0.006732,0.025773,0.018627,0.005531,0.090109,0.020109,0.020656,0.234753,0.005892,0.035456,0.877981,0.440995,0.317985,0.266751,0.260452,0.244968,0.270781,0.292210,0.284921,0.295611,0.264902,0.233584,0.217825,0.012798,0.015952,0.023570,0.013486,0.014036,0.015661,0.030205,0.007807,0.009154,0.012692,0.018670,0.008214,0.009241,75.000000,0.079448,Classical
0.147446,0.013174,3.187950,0.222796,0.207154,1.272169,0.006388,0.269227,-25.519328,1.835882,0.220104,0.246054,0.018929,0.149194,0.140890,0.057643,0.144945,0.089729,0.038667,0.054566,0.020880,0.017903,0.004778,0.058930,0.008403,0.008964,0.011328,0.029309,0.001781,0.004192,0.014628,0.026386,0.007100,0.026116,0.044691,0.006332,0.103269,0.037775,0.018030,0.356345,0.003599,0.089464,0.671480,0.373753,0.232590,0.218682,0.202908,0.191509,0.214193,0.221650,0.223394,0.216979,0.194932,0.183200,0.163171,0.013656,0.004722,0.043130,0.006744,0.007934,0.009114,0.022056,0.002088,0.003928,0.012170,0.016165,0.007744,0.009591,171.428571,0.102352,Classical
0.095240,0.016545,3.217039,0.160974,0.174340,0.906013,0.005884,0.152363,-24.840813,2.381655,-0.282180,0.126296,-0.097622,0.043456,0.122865,0.034431,-0.100118,0.101721,0.029255,0.075478,0.060975,0.015132,0.003006,0.025780,0.010391,0.024909,0.005672,0.030130,0.007692,0.025167,0.028288,0.018330,0.007524,0.021089,0.020121,0.006240,0.058302,0.020039,0.019902,0.224520,0.004134,0.041374,0.646583,0.303753,0.215658,0.208436,0.185436,0.186944,0.181772,0.190756,0.189187,0.198291,0.181911,0.169593,0.168477,0.011530,0.002344,0.016100,0.007394,0.015597,0.004012,0.016933,0.007074,0.015099,0.019906,0.010108,0.005730,0.005832,133.333333,0.060423,Classical
0.109477,0.016291,3.185959,0.172758,0.181505,1.020547,0.006718,0.178039,-25.427939,2.056688,0.074863,0.340597,-0.046097,0.101507,0.060092,0.120775,0.012191,0.145109,-0.013482,0.000971,0.008011,0.017082,0.004127,0.040319,0.013856,0.034804,0.006556,0.023446,0.004012,0.007968,0.024266,0.029959,0.006205,0.022316,0.029505,0.008257,0.080321,0.022281,0.016903,0.304939,0.004026,0.061609,0.822602,0.364314,0.239209,0.222289,0.208912,0.212874,0.219678,0.247657,0.249934,0.226247,0.206569,0.182499,0.167077,0.013889,0.004241,0.027074,0.011188,0.021659,0.006252,0.015807,0.003877,0.006971,0.018251,0.017965,0.005838,0.007168,109.090909,0.080119,Classical
0.106739,0.025583,3.242458,0.176561,0.179765,1.096407,0.004787,0.171330,-23.996307,1.947933,-0.258806,0.244107,-0.050745,-0.033492,-0.103958,-0.047737,-0.077237,0.092196,-0.079344,-0.056838,-0.035013,0.014638,0.004989,0.018666,0.020845,0.017269,0.009177,0.019899,0.006574,0.011408,0.041624,0.027706,0.006463,0.020589,0.019468,0.008248,0.044950,0.019654,0.017203,0.223456,0.003398,0.037235,0.613835,0.268142,0.201260,0.195860,0.199827,0.198747,0.184879,0.181383,0.180364,0.175332,0.174474,0.171421,0.165951,0.009960,0.004055,0.011281,0.012974,0.010582,0.007256,0.011550,0.005189,0.008128,0.024363,0.013905,0.004152,0.005914,171.428571,0.048029,Classical
0.115346,0.007262,3.240478,0.181631,0.184038,0.973212,0.006473,0.183973,-27.109909,2.223241,-0.394210,-0.106901,-0.140043,-0.075565,-0.072371,-0.090430,-0.215579,-0.091362,-0.068495,0.033289,0.064365,0.016904,0.004352,0.019139,0.015104,0.020514,0.027201,0.028646,0.003899,0.009442,0.009293,0.025302,0.007545,0.025220,0.021964,0.003385,0.055061,0.019789,0.016975,0.229036,0.003554,0.045910,0.621142,0.389680,0.292381,0.292978,0.286059,0.261223,0.240771,0.236904,0.251062,0.254670,0.228525,0.208262,0.201540,0.011611,0.003867,0.012434,0.011574,0.014575,0.016952,0.015708,0.003504,0.007213,0.008306,0.016092,0.007236,0.009038,400.000000,0.046577,Classical
0.112211,0.012621,3.230420,0.177688,0.187252,1.080401,0.004450,0.176393,-25.282444,1.915345,-0.091641,0.211601,-0.100434,0.133169,-0.008711,-0.077334,-0.004345,0.012104,0.010882,0.190096,0.132520,0.015967,0.005291,0.038256,0.021386,0.022006,0.012112,0.047888,0.003674,0.009127,0.009667,0.023990,0.004962,0.026347,0.021200,0.004441,0.051048,0.016456,0.014556,0.220936,0.002176,0.041194,0.419298,0.262669,0.221597,0.229817,0.224228,0.227858,0.220877,0.229704,0.224640,0.228370,0.216989,0.202969,0.180292,0.011510,0.004941,0.019149,0.011418,0.012666,0.010034,0.022780,0.003056,0.006799,0.006154,0.014102,0.004023,0.008086,120.000000,0.055210,Classical
0.118411,0.004615,3.190660,0.202303,0.194335,1.089777,0.006676,0.189628,-28.906920,1.529515,-0.078505,0.035905,-0.245643,0.050577,-0.122116,0.023170,0.139097,-0.051089,-0.011618,0.078009,0.051747,0.016099,0.008401,0.019231,0.009241,0.028732,0.006284,0.027797,0.002169,0.006725,0.013776,0.035629,0.010179,0.024392,0.030665,0.003973,0.106032,0.024222,0.014629,0.318411,0.003482,0.063041,0.998168,0.400390,0.274019,0.275748,0.265667,0.237897,0.249176,0.245980,0.243136,0.246183,0.222105,0.208709,0.185855,0.013466,0.009102,0.015676,0.008812,0.020661,0.005983,0.021642,0.002632,0.006302,0.011346,0.020323,0.010798,0.009378,171.428571,0.096139,Classical
0.123926,0.004948,3.195704,0.198428,0.190189,1.188441,0.006933,0.206752,-27.575317,1.469247,-0.258892,-0.079454,-0.201065,-0.045940,-0.157303,0.004120,0.199235,-0.053048,-0.090685,0.113799,0.092685,0.023026,0.008795,0.017336,0.010561,0.022302,0.007759,0.035117,0.003171,0.008791,0.011891,0.024761,0.008177,0.025060,0.033747,0.003702,0.092415,0.024779,0.014592,0.325447,0.003776,0.068829,0.892527,0.421814,0.281903,0.267570,0.257529,0.250996,0.252858,0.250887,0.249610,0.249061,0.224945,0.205938,0.186072,0.019992,0.009429,0.013456,0.008707,0.017506,0.007264,0.024541,0.003699,0.007559,0.009710,0.017945,0.007706,0.009913,300.000000,0.106193,Classical
0.148176,0.005771,3.231165,0.207079,0.188089,1.328252,0.007372,0.244474,-28.417746,1.220720,-0.474234,-0.170250,-0.033018,0.030173,-0.290875,-0.107175,0.027363,-0.172881,-0.137110,0.123795,-0.006923,0.023949,0.011689,0.020886,0.013814,0.008268,0.014214,0.035627,0.001334,0.004631,0.008500,0.025599,0.009539,0.025589,0.036744,0.003270,0.068706,0.025654,0.015394,0.302985,0.004836,0.069061,0.975424,0.481689,0.307239,0.304868,0.286033,0.277989,0.280964,0.261271,0.273757,0.252002,0.245757,0.227845,0.189553,0.020080,0.010739,0.016597,0.015616,0.006910,0.012288,0.025229,0.001773,0.004474,0.007717,0.016408,0.008200,0.010181,92.307692,0.045105,Classical
0.146202,0.005865,3.210312,0.208539,0.189466,1.338675,0.007391,0.246064,-27.723539,1.339883,-0.205279,0.005133,-0.002680,0.078627,-0.116107,0.129633,0.081532,-0.135346,-0.054001,0.094877,-0.006235,0.027833,0.013586,0.021893,0.009834,0.010341,0.013474,0.035105,0.002696,0.004910,0.008624,0.021363,0.006516,0.023465,0.030813,0.002915,0.077643,0.019566,0.013970,0.277086,0.004302,0.059373,0.904165,0.354541,0.280616,0.277926,0.253567,0.260581,0.246923,0.257720,0.275848,0.255762,0.237699,0.219144,0.185891,0.022617,0.012347,0.015313,0.008847,0.008790,0.012177,0.023187,0.003185,0.005098,0.006657,0.014942,0.006159,0.009529,300.000000,0.056716,Classical
0.130042,0.016976,3.207393,0.215853,0.197391,1.286560,0.006336,0.223367,-25.590328,1.186404,-0.169536,-0.000519,-0.125718,0.024779,-0.150256,0.051124,0.027744,-0.099663,0.004792,0.214822,0.108203,0.020928,0.007406,0.017661,0.009090,0.016003,0.018657,0.030548,0.002745,0.005860,0.008483,0.033820,0.012458,0.023130,0.030005,0.007939,0.076998,0.020735,0.011160,0.288597,0.003065,0.058761,0.597545,0.363167,0.242369,0.241607,0.238870,0.228369,0.243593,0.246953,0.246799,0.240307,0.210936,0.193705,0.174627,0.017235,0.007893,0.012669,0.009642,0.011947,0.014036,0.020962,0.003341,0.006379,0.007691,0.016125,0.011319,0.007635,150.000000,0.094310,Classical
0.164478,0.004946,3.171240,0.228015,0.192083,1.516054,0.007191,0.282090,-28.366270,0.858379,-0.261191,-0.021203,-0.052261,-0.064116,-0.203122,0.059900,0.015256,-0.101473,0.048538,0.078109,0.031348,0.010751,0.005210,0.012758,0.015534,0.017303,0.007998,0.031754,0.002462,0.006986,0.009788,0.024686,0.013232,0.020589,0.040164,0.003438,0.108220,0.024002,0.011934,0.338711,0.003770,0.070601,0.900093,0.422894,0.283164,0.261053,0.256067,0.260636,0.256794,0.264551,0.254667,0.255229,0.246442,0.212067,0.180382,0.009725,0.005149,0.010444,0.016163,0.014754,0.008198,0.023091,0.002939,0.006674,0.007894,0.016860,0.011723,0.009692,150.000000,0.109151,Classical
0.137617,0.008552,3.211529,0.215495,0.190405,1.363514,0.006601,0.234742,-28.750986,1.024923,-0.279136,-0.045367,-0.040597,0.045644,-0.250895,-0.039182,0.100572,-0.017640,0.067377,0.141694,0.039032,0.011161,0.004790,0.012730,0.015189,0.015469,0.008363,0.035755,0.002233,0.007718,0.007277,0.028722,0.015843,0.023268,0.035210,0.005357,0.086103,0.024422,0.014069,0.312662,0.004377,0.064961,0.932504,0.405335,0.290577,0.276453,0.264690,0.269285,0.265491,0.287498,0.278485,0.276952,0.243142,0.214621,0.180865,0.009869,0.005243,0.009625,0.015480,0.013061,0.008804,0.025263,0.002951,0.007458,0.006425,0.015248,0.016819,0.009265,171.428571,0.084471,Classical
0.129546,0.006314,3.192694,0.190842,0.185210,1.153518,0.007250,0.214564,-27.419244,1.636239,-0.050192,-0.026259,-0.085040,0.164772,-0.156037,-0.031339,0.106461,-0.045428,0.015741,0.106983,0.007735,0.006859,0.010983,0.017861,0.030846,0.017381,0.007779,0.037666,0.002184,0.008952,0.013251,0.024642,0.007557,0.024781,0.033301,0.004102,0.099194,0.023649,0.015710,0.305505,0.004205,0.069968,0.778458,0.398593,0.304074,0.268910,0.260545,0.262414,0.266853,0.267955,0.279325,0.264560,0.252722,0.223844,0.184666,0.006511,0.011359,0.012280,0.019186,0.012499,0.008195,0.024265,0.002762,0.007829,0.009312,0.016247,0.007548,0.009636,100.000000,0.053333,Classical
0.179131,0.008134,3.233375,0.245418,0.197489,1.666000,0.006340,0.302471,-27.762810,0.588809,-0.312587,0.173677,0.091138,0.005032,-0.462900,-0.028306,0.116812,-0.019960,-0.088299,0.119851,0.051913,0.019753,0.004081,0.017859,0.012856,0.010112,0.003401,0.017814,0.007328,0.005305,0.015668,0.017381,0.007771,0.020510,0.034563,0.004755,0.075419,0.020091,0.010754,0.273267,0.003477,0.062381,0.685036,0.353528,0.282409,0.272028,0.260929,0.263003,0.279615,0.294808,0.280199,0.275334,0.251538,0.221544,0.189113,0.020059,0.004331,0.017108,0.010391,0.009586,0.003617,0.013585,0.009027,0.004843,0.014749,0.008251,0.008715,0.008791,300.000000,0.054564,Classical
0.171262,0.008171,3.205792,0.233601,0.192589,1.571090,0.007720,0.290107,-26.720637,0.754278,-0.268537,0.195387,0.226311,0.018425,-0.410583,0.103550,0.144238,0.009728,-0.038094,0.075944,0.072301,0.016265,0.003903,0.021511,0.013556,0.012948,0.004687,0.026944,0.006284,0.006854,0.013554,0.014466,0.010285,0.019704,0.038536,0.006150,0.091668,0.023010,0.011310,0.305445,0.003895,0.069050,0.942030,0.430840,0.275162,0.273915,0.257120,0.268808,0.273847,0.285283,0.255412,0.271288,0.257884,0.220760,0.191508,0.017414,0.004856,0.018359,0.010893,0.010576,0.004769,0.018480,0.007415,0.006112,0.011822,0.010468,0.011301,0.009037,240.000000,0.062353,Classical
