@RELATION data/svmSM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {speech,music}

@DATA
0.106743,0.045929,2.866229,0.192158,0.177627,0.685710,0.051239,0.158156,-31.911228,1.483260,0.229749,-0.373968,-0.342363,-0.136277,-0.554853,-0.253158,-0.269125,-0.095430,0.198081,0.265820,0.101889,0.003347,0.001075,0.005557,0.010127,0.019400,0.027870,0.028932,0.002738,0.030668,0.013080,0.048363,0.001811,0.035078,0.123379,0.059269,0.562404,0.137052,0.104720,0.576055,0.170127,0.198478,11.470153,1.090857,0.418518,0.440902,0.428843,0.379675,0.506691,0.324670,0.343049,0.297648,0.441804,0.297686,0.199281,0.004659,0.001499,0.008768,0.020426,0.032155,0.044221,0.037704,0.005996,0.044148,0.023827,0.069152,0.002916,0.014961,speech
0.142544,0.016065,2.979238,0.239038,0.205150,1.178560,0.045999,0.246357,-29.911381,0.946889,0.078049,-0.652983,0.117051,0.081362,-0.575222,-0.282571,-0.467965,-0.217236,-0.015412,0.072499,0.071727,0.006366,0.002951,0.033295,0.019767,0.014541,0.014497,0.018453,0.011207,0.015667,0.002997,0.034686,0.002722,0.027995,0.107282,0.020149,0.360629,0.114308,0.066811,0.908375,0.144509,0.217086,8.144989,1.139929,0.420800,0.533955,0.359419,0.390082,0.372621,0.360476,0.325665,0.292159,0.437874,0.346467,0.336081,0.009308,0.005545,0.054353,0.031706,0.021582,0.025714,0.023676,0.015431,0.017809,0.002963,0.054632,0.003560,0.016201,speech
0.145717,0.019590,2.775359,0.277955,0.226422,1.233607,0.027135,0.321254,-28.137996,1.055968,0.139833,-0.908353,-0.266155,-0.625182,-0.457679,-0.023315,0.207489,0.303092,0.059278,-0.181831,-0.107534,0.021782,0.011040,0.009824,0.011493,0.005153,0.004004,0.006009,0.001232,0.006611,0.025086,0.041105,0.034234,0.026489,0.073901,0.019939,0.648222,0.092539,0.059294,0.451926,0.080632,0.200086,7.003805,0.678073,0.633049,0.839702,0.279001,0.435642,0.360915,0.360725,0.335407,0.521201,0.407936,0.402602,0.242118,0.025769,0.018209,0.019770,0.025190,0.008623,0.004211,0.008167,0.001881,0.014751,0.029075,0.038485,0.047358,0.011014,speech
0.141231,0.008011,2.839775,0.243245,0.204363,1.299792,0.026999,0.263375,-28.708143,0.873707,0.058503,-0.472423,-0.098077,-0.192541,-0.698735,-0.285372,-0.236967,-0.193137,0.150787,0.079396,-0.017757,0.018835,0.002481,0.011891,0.013595,0.011495,0.018540,0.020827,0.004077,0.016082,0.009005,0.020787,0.003163,0.021071,0.071552,0.009486,0.586619,0.086349,0.055154,0.641420,0.074566,0.182144,6.698077,0.786345,0.576774,0.514779,0.471600,0.479116,0.400610,0.458518,0.346058,0.427571,0.454254,0.487124,0.343626,0.028635,0.002637,0.017559,0.024200,0.017597,0.028237,0.035025,0.007039,0.023494,0.009916,0.037176,0.003936,0.013504,speech
0.135340,0.020408,2.761286,0.224719,0.182960,1.389335,0.060010,0.243108,-30.706184,0.483397,-0.455817,-0.137522,0.010519,-0.285394,-0.546148,-0.106063,0.119073,-0.113407,0.123496,-0.096219,-0.081273,0.017227,0.011518,0.008327,0.009409,0.007891,0.005286,0.007896,0.003614,0.009888,0.009288,0.039490,0.009873,0.020978,0.099050,0.028893,0.633477,0.121724,0.089127,0.633705,0.185000,0.193208,10.526752,0.782593,0.503922,0.568837,0.237752,0.297829,0.476991,0.388124,0.359316,0.374436,0.375223,0.369503,0.382489,0.027308,0.020680,0.007685,0.009990,0.012432,0.009283,0.010913,0.006924,0.016578,0.012802,0.058512,0.017672,0.013222,speech
0.108804,0.007566,2.745465,0.200207,0.172299,1.080010,0.040710,0.209736,-31.423295,0.507937,-0.320852,-0.488298,-0.183762,-0.199655,-0.522443,-0.371176,-0.057994,0.018302,0.128149,-0.000221,-0.087840,0.006581,0.003824,0.009990,0.027576,0.011619,0.004834,0.005270,0.003862,0.019884,0.017373,0.045504,0.007727,0.026682,0.060859,0.011644,0.487588,0.097734,0.080620,0.557052,0.122433,0.137533,9.592166,0.543167,0.468402,0.659643,0.332161,0.375160,0.408899,0.334017,0.284188,0.465230,0.562198,0.353330,0.302800,0.009400,0.007490,0.008776,0.036458,0.014643,0.007093,0.007952,0.006974,0.028648,0.025837,0.056955,0.014344,0.014574,speech
0.119022,0.016653,2.860463,0.220964,0.193631,1.100669,0.044580,0.224894,-30.000098,0.939553,0.071887,-0.462806,-0.270858,0.063638,-0.473146,-0.286807,-0.225078,-0.304047,0.065014,0.028255,0.019383,0.025381,0.004638,0.015423,0.017154,0.010598,0.015274,0.021867,0.005941,0.010377,0.010584,0.033027,0.005459,0.028101,0.068450,0.018289,0.559188,0.092211,0.071519,0.569429,0.111348,0.159828,7.399056,0.900087,0.519901,0.572721,0.349911,0.375655,0.383843,0.307815,0.348592,0.424029,0.356073,0.377102,0.291984,0.034719,0.006361,0.021053,0.028098,0.021014,0.025403,0.027091,0.010046,0.015125,0.021274,0.043052,0.008378,0.013237,speech
0.129393,0.009398,2.558538,0.226996,0.181025,1.196454,0.028413,0.233035,-31.865344,0.247164,-0.145712,-0.305804,-0.366576,-0.005701,-0.622514,-0.412049,-0.146470,-0.058915,0.336839,0.032534,-0.115209,0.019028,0.003081,0.009452,0.006763,0.007118,0.010825,0.013605,0.008206,0.016751,0.010590,0.038601,0.004191,0.024225,0.066434,0.012896,0.541689,0.095279,0.074753,0.586538,0.065360,0.130896,7.740766,0.778449,0.522744,0.682641,0.343049,0.243499,0.418656,0.284255,0.383794,0.454092,0.417048,0.335620,0.307914,0.027052,0.004415,0.013306,0.010976,0.011846,0.018524,0.021865,0.011758,0.019713,0.015425,0.049622,0.007105,0.012880,speech
0.115245,0.009842,2.602229,0.214697,0.189703,0.932229,0.036033,0.181896,-30.716289,1.165385,-0.057217,-0.373991,-0.192648,-0.247077,-0.377175,-0.281038,-0.320215,-0.139528,0.124007,0.001301,-0.024283,0.015830,0.003895,0.019786,0.012233,0.011748,0.014886,0.017275,0.002937,0.024908,0.008461,0.027014,0.003896,0.025524,0.093389,0.014594,0.684462,0.109624,0.071763,0.720518,0.075129,0.172914,8.343499,1.209091,0.723876,0.588859,0.382526,0.344091,0.469583,0.294330,0.341957,0.485843,0.400220,0.417203,0.362369,0.027221,0.007359,0.028516,0.017040,0.016002,0.023651,0.029546,0.003433,0.038541,0.011802,0.049258,0.006944,0.015658,speech
0.128661,0.012583,2.823928,0.234459,0.200183,1.067759,0.024202,0.203506,-30.258316,0.839713,0.176610,-0.615097,-0.336282,-0.059422,-0.450307,-0.342018,-0.354386,-0.144802,0.236050,0.139724,0.000999,0.008379,0.004683,0.015957,0.012787,0.013215,0.016963,0.021785,0.013212,0.026060,0.011105,0.024132,0.002916,0.028214,0.072245,0.015553,0.433181,0.078805,0.057675,0.663857,0.054411,0.158865,6.864670,1.074238,0.693386,0.678844,0.353715,0.466600,0.381406,0.359689,0.393075,0.389801,0.381646,0.326437,0.358592,0.015490,0.006246,0.024032,0.025856,0.025934,0.026317,0.030354,0.025353,0.034035,0.022895,0.030091,0.004466,0.015367,speech
0.132635,0.007212,2.560442,0.239028,0.199003,1.165072,0.011515,0.227234,-29.414879,0.543501,-0.162586,-0.559840,-0.230275,-0.063126,-0.597827,-0.464938,-0.394681,-0.040954,0.380974,0.054665,0.041620,0.004686,0.001939,0.020788,0.018100,0.010767,0.014185,0.019273,0.025188,0.023078,0.008462,0.017715,0.004336,0.025170,0.065141,0.009537,0.852099,0.077067,0.054437,0.605705,0.010763,0.124176,7.452883,1.001708,0.465586,0.594953,0.322026,0.331364,0.384996,0.475749,0.436748,0.501680,0.586501,0.427230,0.351661,0.006893,0.002760,0.035731,0.032927,0.017911,0.026789,0.023291,0.046172,0.027886,0.012334,0.031986,0.006824,0.015413,speech
0.121589,0.014801,2.661649,0.230018,0.214590,1.019177,0.023115,0.214750,-28.127500,1.236480,0.017718,-0.427797,-0.091274,-0.068546,-0.308054,-0.141793,-0.120339,0.003086,-0.005922,-0.312430,-0.101127,0.061387,0.002811,0.026797,0.015336,0.009522,0.009749,0.008841,0.005175,0.009285,0.017018,0.026422,0.009469,0.030378,0.066193,0.016184,0.213342,0.067198,0.041604,0.436395,0.062275,0.128832,3.812453,0.555744,0.394261,0.382877,0.260682,0.222224,0.350051,0.251650,0.437947,0.353520,0.331325,0.233590,0.209366,0.018358,0.003762,0.010682,0.014672,0.010484,0.021353,0.011789,0.015776,0.013235,0.022210,0.026034,0.014903,0.008678,speech
0.104568,0.004942,2.849275,0.176004,0.140291,0.942637,0.192056,0.185500,-36.594311,0.429275,0.099653,-0.503942,-0.085181,-0.072936,-0.407670,-0.311150,-0.238935,-0.032163,0.243075,0.097419,0.010722,0.003940,0.001208,0.008230,0.010336,0.009101,0.013245,0.012049,0.007004,0.019055,0.004042,0.068916,0.002309,0.031218,0.050839,0.006414,0.350264,0.051529,0.038382,0.439854,0.045070,0.110828,4.728194,0.535122,0.331411,0.476615,0.259329,0.198408,0.249319,0.314326,0.256619,0.310094,0.353196,0.230555,0.177326,0.009101,0.001591,0.012860,0.026240,0.016276,0.021554,0.013977,0.012470,0.024779,0.004180,0.025695,0.002773,0.009659,speech
0.155069,0.024628,2.942717,0.249707,0.197403,1.129221,0.032273,0.248740,-29.296248,0.706517,-0.153600,-0.617734,-0.327098,-0.242749,-0.586655,-0.240280,0.070114,0.183863,0.263817,-0.097220,-0.001083,0.007375,0.003141,0.005798,0.015646,0.010295,0.009020,0.011678,0.002710,0.012850,0.014543,0.051722,0.012109,0.027270,0.117387,0.027424,0.410050,0.117441,0.068041,0.668221,0.075169,0.201329,6.769558,1.072846,0.489733,0.439420,0.321419,0.387646,0.435068,0.294073,0.382555,0.393777,0.400706,0.300991,0.248641,0.010667,0.006130,0.008775,0.028322,0.022774,0.013858,0.021571,0.006053,0.022062,0.018893,0.062527,0.020449,0.015533,speech
0.164175,0.022009,2.828799,0.268940,0.217730,1.266190,0.031505,0.283065,-28.756358,0.927720,0.042718,-1.096519,-0.309088,-0.321845,-0.656255,-0.102093,0.266460,0.346664,0.061785,-0.177801,0.004928,0.015353,0.008318,0.010082,0.005954,0.010399,0.010776,0.009563,0.003631,0.009157,0.012964,0.047042,0.017157,0.024691,0.113014,0.023459,0.460284,0.110296,0.072202,0.793708,0.081214,0.199193,6.746918,1.166710,0.520893,0.576837,0.374660,0.359927,0.469673,0.443187,0.479770,0.398412,0.332568,0.294021,0.248060,0.022658,0.014206,0.023085,0.006722,0.020427,0.019325,0.020077,0.007682,0.014216,0.017875,0.051643,0.019428,0.014193,speech
0.081581,0.015260,2.865651,0.133211,0.120598,0.678540,0.062833,0.135292,-37.180089,0.778790,-0.104244,-0.302906,-0.159776,-0.034121,-0.328382,-0.082165,-0.125220,-0.064358,0.051050,-0.051342,-0.049404,0.009384,0.002975,0.017368,0.010865,0.006515,0.005710,0.006744,0.002684,0.013368,0.008580,0.083199,0.002520,0.033676,0.077660,0.026421,0.407813,0.077652,0.050660,0.592246,0.136690,0.157203,5.971013,0.695732,0.244483,0.293284,0.293603,0.179568,0.413149,0.247566,0.228787,0.275047,0.416601,0.250053,0.219081,0.020000,0.004980,0.030490,0.018602,0.010726,0.011267,0.011023,0.004652,0.020352,0.013940,0.027287,0.003857,0.010360,speech
0.097283,0.038067,2.882618,0.184593,0.185052,0.627446,0.048950,0.140258,-30.283710,1.787393,0.176344,-0.314422,-0.193779,-0.419551,-0.432164,-0.211385,-0.145361,-0.170358,-0.014669,0.004939,-0.069247,0.022812,0.007687,0.024989,0.019214,0.010883,0.014239,0.017665,0.002471,0.039540,0.007280,0.035354,0.002479,0.034905,0.096620,0.047982,0.498742,0.118684,0.075125,0.644221,0.124086,0.212894,8.144532,1.046712,0.629783,0.483509,0.267607,0.375683,0.276379,0.319279,0.265898,0.334071,0.402977,0.394372,0.276511,0.036705,0.010517,0.034324,0.034133,0.020755,0.027412,0.020953,0.005780,0.048107,0.009340,0.045363,0.003845,0.012686,speech
0.098529,0.046709,2.735804,0.184045,0.184353,0.743719,0.054775,0.144875,-29.165082,1.630317,-0.228621,-0.383596,-0.205948,-0.210699,-0.607686,-0.118992,-0.059849,0.073095,0.087415,-0.085810,-0.071848,0.017989,0.004983,0.016566,0.011194,0.014378,0.008703,0.020635,0.002791,0.023590,0.017478,0.041855,0.016853,0.030906,0.084086,0.064186,0.717312,0.112511,0.084655,0.665344,0.145233,0.189911,10.131522,0.907507,0.545606,0.526339,0.431475,0.400158,0.404973,0.324623,0.424773,0.432642,0.365341,0.452263,0.247113,0.033573,0.007636,0.026583,0.019860,0.025375,0.012952,0.040373,0.004433,0.039894,0.027638,0.055255,0.036353,0.015164,speech
0.107250,0.007587,2.532594,0.170788,0.154473,0.840686,0.033959,0.164152,-34.169379,0.916443,-0.387800,-0.129657,-0.373125,-0.192391,-0.475437,0.115577,0.261994,-0.034844,0.016561,-0.241693,-0.126214,0.021747,0.011845,0.020137,0.008175,0.006002,0.007686,0.004504,0.000962,0.005520,0.010821,0.070698,0.011185,0.031101,0.111579,0.011043,0.551774,0.130683,0.106374,0.742568,0.084662,0.197298,11.205380,0.795599,0.411540,0.482165,0.349971,0.264754,0.476888,0.392719,0.423128,0.463271,0.344251,0.272298,0.289189,0.037648,0.016952,0.035834,0.016323,0.008784,0.018020,0.006581,0.001346,0.009992,0.020778,0.071589,0.015100,0.014694,speech
0.074933,0.017179,2.363759,0.148147,0.155429,0.606476,0.031146,0.083393,-32.562240,1.215719,-0.423387,-0.357947,-0.395710,-0.228028,-0.437942,-0.011325,0.326342,-0.043821,-0.009410,-0.163167,-0.190825,0.027954,0.009178,0.021413,0.011920,0.005801,0.004507,0.004387,0.001539,0.004645,0.020354,0.063505,0.021059,0.031244,0.059888,0.022793,0.630525,0.091462,0.096913,0.411890,0.083551,0.069090,11.429051,0.944355,0.592526,0.502199,0.413630,0.297109,0.433076,0.374214,0.432576,0.382281,0.394914,0.291923,0.300700,0.034712,0.011483,0.025979,0.014293,0.007209,0.008004,0.005789,0.001783,0.007452,0.038346,0.065431,0.025520,0.013002,speech
0.071788,0.017717,2.803299,0.141392,0.145728,0.539314,0.051918,0.103063,-34.239530,1.379456,-0.139695,-0.375514,-0.219174,-0.083292,-0.442444,-0.114224,-0.073559,-0.097256,0.045252,-0.111669,-0.012471,0.011222,0.006127,0.022296,0.013563,0.012976,0.013428,0.014069,0.002118,0.013831,0.010643,0.066684,0.009316,0.034444,0.067853,0.024400,0.504940,0.081352,0.063842,0.438334,0.120455,0.125141,6.978145,0.849722,0.375794,0.445128,0.355860,0.251128,0.347858,0.274644,0.351892,0.385941,0.335407,0.321184,0.265323,0.019035,0.008980,0.028913,0.023483,0.018700,0.020074,0.022839,0.003225,0.021905,0.018768,0.045025,0.018905,0.011329,speech
0.100716,0.027290,2.760774,0.196059,0.189848,0.824454,0.036025,0.168014,-28.609657,1.527452,-0.228677,-0.492148,-0.138863,-0.174608,-0.479867,-0.364127,-0.278035,-0.287559,0.242086,0.054096,0.079799,0.009244,0.004901,0.014639,0.011420,0.029348,0.022377,0.032144,0.005289,0.021734,0.009776,0.028023,0.004933,0.029289,0.089128,0.032909,0.588931,0.098436,0.064448,0.669014,0.087226,0.203614,7.637845,0.870806,0.554854,0.513141,0.339822,0.277593,0.375819,0.368298,0.410021,0.403561,0.400631,0.412190,0.374829,0.011978,0.006039,0.022114,0.016685,0.040376,0.030419,0.046097,0.007317,0.030851,0.013898,0.046727,0.011034,0.013438,speech
0.088494,0.032801,2.826679,0.172274,0.186334,0.602806,0.045622,0.111865,-29.642658,1.852316,-0.252740,-0.364337,-0.355133,-0.361073,-0.417716,-0.168970,-0.119982,-0.096842,0.069020,-0.086448,-0.092932,0.011756,0.004832,0.020964,0.016541,0.024977,0.008887,0.011079,0.001930,0.027745,0.013381,0.038391,0.010172,0.030052,0.083252,0.038935,0.522258,0.093091,0.078743,0.541270,0.116580,0.147267,8.929819,1.070968,0.560326,0.614509,0.332582,0.337244,0.453933,0.343807,0.380950,0.537036,0.486634,0.432107,0.317935,0.020829,0.006860,0.037173,0.027187,0.037989,0.011013,0.015674,0.002678,0.046293,0.020371,0.050358,0.022326,0.014175,speech
0.094889,0.022545,2.681689,0.190902,0.187259,0.699650,0.047638,0.141542,-30.680528,1.468727,0.107173,-0.622304,-0.205284,-0.178554,-0.467548,-0.156501,-0.085884,-0.070196,0.093357,-0.093231,0.040671,0.012360,0.008643,0.018991,0.021368,0.013039,0.016524,0.022037,0.001636,0.013840,0.024635,0.038640,0.006617,0.033328,0.076199,0.026176,0.582337,0.099138,0.077499,0.558526,0.099429,0.161701,7.607806,0.912272,0.588413,0.631286,0.349751,0.335049,0.436434,0.391842,0.451726,0.435957,0.401386,0.361973,0.238421,0.022562,0.019955,0.028115,0.029004,0.014887,0.024353,0.030858,0.002582,0.023502,0.038992,0.050384,0.013578,0.016300,speech
0.060263,0.012102,2.757885,0.119378,0.114471,0.561677,0.028064,0.087917,-36.853275,0.746205,-0.293470,-0.349671,-0.209240,-0.117878,-0.378702,-0.182492,-0.063998,-0.082309,0.069492,-0.095854,0.089961,0.007517,0.002505,0.014297,0.012397,0.005658,0.012273,0.008616,0.001268,0.012238,0.007595,0.078717,0.006146,0.034255,0.043090,0.014290,0.378965,0.061018,0.051521,0.451951,0.080692,0.076965,6.439969,0.671480,0.346779,0.394105,0.231008,0.183171,0.270393,0.289190,0.346816,0.331671,0.333652,0.305978,0.221635,0.013573,0.003616,0.026554,0.024449,0.008804,0.020151,0.012359,0.002249,0.021609,0.010995,0.037793,0.013175,0.011122,speech
0.109301,0.022526,2.924174,0.177780,0.168558,0.728795,0.039128,0.160454,-32.182988,1.323010,-0.332233,-0.464356,-0.259500,-0.167540,-0.317940,-0.161582,-0.030748,-0.008782,0.172150,-0.069224,0.055317,0.010769,0.007440,0.012665,0.009289,0.007895,0.012749,0.022530,0.005317,0.012970,0.011434,0.055545,0.008947,0.029573,0.128428,0.027862,0.410304,0.132680,0.090154,0.741161,0.103550,0.225479,8.982608,1.105994,0.564782,0.483954,0.339127,0.274674,0.385118,0.477570,0.528277,0.325562,0.434524,0.376991,0.260093,0.019507,0.015647,0.021065,0.016360,0.013033,0.022412,0.036126,0.011319,0.019451,0.024117,0.060939,0.015172,0.014044,speech
0.088017,0.023920,2.805210,0.174123,0.166419,0.805546,0.050940,0.152620,-32.295438,1.250297,-0.087657,-0.474541,-0.243854,-0.072671,-0.504494,-0.119956,-0.051365,-0.026044,0.110737,-0.120341,-0.079146,0.012569,0.005025,0.026130,0.008543,0.008729,0.013058,0.011741,0.003188,0.009517,0.014741,0.055983,0.012494,0.031762,0.079362,0.031264,0.626072,0.106835,0.079661,0.722546,0.119983,0.177039,7.909966,0.867320,0.519070,0.522727,0.362548,0.302132,0.348043,0.273630,0.408093,0.410076,0.310050,0.394646,0.344842,0.013002,0.006303,0.039795,0.017977,0.013591,0.018947,0.022470,0.007325,0.012806,0.026041,0.067278,0.028917,0.014692,speech
0.116752,0.028215,2.853932,0.198803,0.187750,0.774022,0.059265,0.167716,-29.911305,1.552375,-0.066645,-0.379026,-0.234637,-0.151166,-0.607531,-0.164207,-0.164696,-0.194178,0.119053,-0.056223,0.059779,0.007201,0.003415,0.020321,0.027836,0.012724,0.016135,0.019462,0.003576,0.026069,0.008330,0.039921,0.009215,0.032287,0.118381,0.030948,0.566596,0.119930,0.073688,0.682590,0.141672,0.202149,8.225726,1.106547,0.519848,0.443618,0.299878,0.350611,0.457696,0.343793,0.380360,0.404181,0.394627,0.401070,0.294503,0.011838,0.004354,0.024430,0.038728,0.015981,0.022832,0.033208,0.007695,0.040355,0.011548,0.059479,0.014778,0.016152,speech
0.102319,0.033384,2.859177,0.178255,0.167966,0.660262,0.056441,0.151236,-31.966295,1.476723,0.004506,-0.640750,-0.316188,-0.229588,-0.436568,-0.025039,-0.036170,0.010355,0.022338,-0.003597,-0.036756,0.013962,0.009114,0.017109,0.015421,0.009974,0.014346,0.011697,0.001984,0.014153,0.015920,0.052559,0.007857,0.030341,0.114325,0.045061,0.543970,0.127936,0.097422,0.583429,0.168912,0.190919,10.967333,1.118975,0.599390,0.578950,0.358134,0.350853,0.512198,0.418937,0.357532,0.374270,0.511174,0.346672,0.247136,0.023114,0.015012,0.029228,0.026336,0.020433,0.025768,0.018151,0.004276,0.026058,0.026229,0.066448,0.011542,0.015400,speech
0.089873,0.019362,2.010560,0.145346,0.133046,0.571463,0.026818,0.139948,-36.623909,1.259940,-0.159693,-0.192729,-0.031399,0.098490,-0.167345,0.040311,-0.154434,-0.306185,-0.241631,-0.212038,-0.075286,0.018782,0.007570,0.032794,0.024608,0.011955,0.009656,0.003919,0.001393,0.002472,0.002093,0.069209,0.002191,0.034882,0.117895,0.033908,0.875397,0.140456,0.100811,0.825283,0.054036,0.221307,11.273251,1.232375,0.481869,0.327827,0.227104,0.251996,0.279636,0.234632,0.278823,0.316482,0.263028,0.298922,0.302202,0.031780,0.012773,0.043863,0.043077,0.017038,0.016165,0.005590,0.002358,0.003227,0.003274,0.067899,0.004243,0.014981,speech
0.117259,0.034598,2.760994,0.177917,0.174467,0.727153,0.083294,0.158606,-32.438279,1.962276,0.054919,-0.185976,-0.058705,-0.087986,-0.193065,-0.030309,-0.142108,-0.253187,-0.344909,-0.269346,-0.188038,0.031267,0.007940,0.037497,0.042954,0.021636,0.004981,0.008655,0.002664,0.003706,0.003237,0.047478,0.005752,0.035510,0.167264,0.049560,0.799829,0.155175,0.105044,0.719695,0.212361,0.265185,10.658821,1.428434,0.691959,0.451588,0.248721,0.250692,0.254222,0.220782,0.284581,0.249470,0.315668,0.284092,0.294423,0.044648,0.015188,0.041187,0.057659,0.037344,0.006570,0.011011,0.004518,0.005890,0.004411,0.064191,0.008891,0.017920,speech
0.081758,0.024680,2.765799,0.140054,0.147540,0.634872,0.048720,0.119688,-31.408912,1.834683,-0.245085,-0.218771,-0.149649,0.115436,-0.305430,0.009961,-0.091301,-0.394347,-0.317922,-0.338356,-0.163203,0.019680,0.008442,0.055595,0.031541,0.019806,0.008346,0.007495,0.003433,0.003066,0.004572,0.047637,0.005272,0.033945,0.090624,0.028945,0.653092,0.107771,0.088412,0.620795,0.162423,0.175301,11.079375,1.236280,0.568992,0.355760,0.394427,0.304708,0.380391,0.210634,0.219491,0.405454,0.305633,0.343935,0.352017,0.025824,0.010389,0.056157,0.037980,0.025711,0.014934,0.009230,0.008159,0.003920,0.005404,0.065800,0.010318,0.015596,speech
0.110256,0.019592,2.472974,0.180784,0.184061,0.728965,0.064072,0.133576,-31.202914,1.980609,-0.303416,-0.041358,-0.107947,0.024821,-0.239661,-0.131559,-0.034124,-0.323216,-0.178972,-0.181639,-0.149663,0.040209,0.004755,0.029868,0.029126,0.017422,0.012656,0.017375,0.001860,0.002986,0.008138,0.051762,0.005057,0.032159,0.116846,0.025398,0.758336,0.128565,0.093733,0.732796,0.178952,0.179376,10.297806,1.365527,0.493530,0.351394,0.291369,0.247378,0.316590,0.253258,0.223653,0.325360,0.285832,0.269546,0.343001,0.042413,0.006366,0.030608,0.033510,0.016169,0.022245,0.031021,0.001701,0.003576,0.009911,0.060784,0.006309,0.014134,speech
0.074093,0.032627,2.630207,0.127613,0.146816,0.548155,0.065012,0.099958,-32.372381,2.071160,-0.176904,-0.273414,-0.145401,0.010798,-0.156473,-0.026807,-0.144869,-0.284779,-0.350356,-0.298777,-0.261338,0.028853,0.014030,0.063071,0.025120,0.011472,0.004877,0.008400,0.001869,0.004540,0.004981,0.054445,0.004297,0.035398,0.075584,0.042454,0.717083,0.099622,0.100941,0.465902,0.200177,0.130911,11.482937,1.392025,0.658084,0.489921,0.282197,0.231353,0.218513,0.239651,0.240905,0.284871,0.321498,0.309966,0.308539,0.037887,0.019456,0.067183,0.031988,0.014592,0.006054,0.012471,0.002595,0.006544,0.006807,0.068845,0.008613,0.015419,speech
0.061273,0.014485,2.805675,0.110841,0.116714,0.447769,0.041047,0.086093,-37.236049,1.486873,-0.040882,-0.146464,-0.137186,0.048786,-0.124466,-0.007001,-0.101581,-0.246644,-0.215104,-0.229037,-0.160518,0.019484,0.007140,0.039058,0.024624,0.017087,0.005438,0.007412,0.001164,0.002646,0.003170,0.079479,0.002498,0.039272,0.081397,0.020840,0.574818,0.104760,0.090093,0.520270,0.132372,0.144556,9.835851,1.223158,0.396294,0.356320,0.247708,0.207669,0.235552,0.175374,0.189187,0.257283,0.249506,0.284763,0.274458,0.028299,0.010962,0.046401,0.033924,0.030217,0.012258,0.012666,0.002443,0.004730,0.004589,0.063140,0.003815,0.013440,speech
