@RELATION knnSpeakerFemaleMale
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {female,male}

@DATA
0.189028,0.057501,3.081381,0.267105,0.225422,0.886559,0.022873,0.284792,-26.235247,2.283450,0.791548,-0.227529,-0.141513,0.337886,-0.200631,0.067554,-0.180265,0.037476,-0.092169,0.065135,-0.043128,0.006036,0.001091,0.042772,0.001154,0.009827,0.029884,0.000837,0.001931,0.018918,0.000924,0.072716,0.001581,0.032389,0.241183,0.044943,0.238540,0.190438,0.048646,1.030235,0.028487,0.358064,3.358401,1.351822,0.635341,0.604158,0.398191,0.404716,0.300198,0.384061,0.393926,0.338457,0.350459,0.416661,0.310904,0.013189,0.001733,0.051050,0.002206,0.017624,0.042236,0.001145,0.003494,0.037457,0.001107,0.069830,0.003524,0.017615,female
0.102461,0.099158,3.015267,0.202120,0.215206,0.551970,0.021026,0.145486,-25.904546,2.438018,0.480017,0.034550,0.064685,0.209049,-0.207542,-0.331484,-0.204430,-0.253087,-0.324960,-0.173269,-0.142926,0.004628,0.000648,0.097489,0.000429,0.004748,0.066237,0.000326,0.001987,0.008412,0.001867,0.032625,0.002044,0.042302,0.160148,0.080182,0.408009,0.130073,0.042278,0.662317,0.018722,0.232910,3.466714,1.015801,0.601487,0.554707,0.423664,0.450689,0.259419,0.472982,0.313741,0.322299,0.284045,0.260247,0.246096,0.005969,0.001027,0.080303,0.001058,0.009947,0.067850,0.000393,0.003502,0.008609,0.003936,0.052161,0.004621,0.016677,female
0.084452,0.055260,2.924150,0.193266,0.219517,0.514925,0.025558,0.136194,-27.379324,2.461945,0.417454,-0.137262,-0.058266,0.320755,-0.099016,-0.253323,-0.244082,-0.153347,-0.001261,0.218051,0.109822,0.003151,0.000768,0.022472,0.000503,0.003038,0.038115,0.000685,0.008600,0.051671,0.001476,0.081206,0.001163,0.039552,0.105173,0.055006,0.477054,0.098410,0.047240,0.719523,0.025559,0.211660,3.770517,1.237684,0.508272,0.670553,0.486362,0.380146,0.383567,0.443857,0.425207,0.315566,0.293911,0.394483,0.215955,0.004637,0.001392,0.036449,0.001173,0.005281,0.044937,0.002254,0.018624,0.064868,0.003247,0.077924,0.002435,0.014739,female
0.156976,0.080914,2.907887,0.244187,0.223749,0.836649,0.021399,0.235495,-25.543937,2.239221,0.157133,-0.165166,-0.010673,0.263021,-0.147780,-0.154173,-0.093916,-0.052626,-0.258424,-0.044216,-0.150725,0.008564,0.001535,0.037489,0.000534,0.008749,0.059184,0.000620,0.003781,0.011563,0.004918,0.061134,0.006458,0.031058,0.196937,0.074481,0.375196,0.159570,0.054963,0.722054,0.017194,0.294194,3.814869,0.908798,0.729103,0.475179,0.493264,0.435748,0.493806,0.422828,0.314855,0.245404,0.286812,0.293351,0.336760,0.008622,0.002886,0.042846,0.000614,0.011943,0.051277,0.000952,0.006274,0.012773,0.008014,0.063287,0.012884,0.015397,female
0.097927,0.056676,2.789558,0.185086,0.198749,0.663994,0.023286,0.153358,-26.210472,2.465092,0.307471,0.031281,0.262522,0.261096,0.058021,-0.070167,-0.206073,0.065362,-0.177611,0.114567,-0.037953,0.009294,0.000841,0.042003,0.000718,0.007228,0.048202,0.001946,0.006081,0.012183,0.002318,0.080291,0.003384,0.032585,0.111212,0.059594,0.405560,0.102318,0.040920,0.704594,0.015470,0.178876,3.143097,1.375527,0.837431,0.550641,0.485813,0.334770,0.311300,0.422812,0.314236,0.279638,0.252494,0.264581,0.298714,0.016920,0.001071,0.043599,0.000958,0.012631,0.040678,0.003810,0.010553,0.011638,0.003303,0.060792,0.005581,0.013289,female
0.108058,0.064513,3.059465,0.205100,0.210291,0.804692,0.017332,0.162745,-26.864363,1.885258,0.459373,-0.565713,0.039000,0.314754,-0.137106,0.026278,-0.270261,-0.087325,-0.239649,0.220565,0.039019,0.006093,0.001557,0.020976,0.001119,0.005822,0.077108,0.002386,0.006880,0.019809,0.002280,0.061329,0.001438,0.036690,0.102593,0.075482,0.322766,0.072554,0.023228,0.792107,0.017304,0.157317,3.591172,1.397448,0.571929,0.664940,0.357495,0.417058,0.370664,0.517089,0.510179,0.355681,0.301985,0.306248,0.274733,0.010175,0.002705,0.026936,0.002162,0.007941,0.075186,0.004875,0.010128,0.031855,0.002903,0.079800,0.001908,0.019961,female
0.157576,0.042363,2.883818,0.249980,0.213003,0.822535,0.026428,0.237083,-26.404120,2.378804,0.181709,-0.161078,0.042424,0.338819,-0.039264,-0.117953,-0.081737,0.088240,-0.085855,0.083161,-0.196744,0.013970,0.002019,0.055375,0.000606,0.005031,0.027110,0.001492,0.008193,0.011944,0.004577,0.062519,0.002598,0.030728,0.198821,0.037259,0.537370,0.178682,0.052115,0.845015,0.023459,0.299909,3.357980,1.193318,0.766297,0.574504,0.481753,0.443279,0.333632,0.335766,0.317171,0.321527,0.349673,0.343085,0.256925,0.022662,0.004656,0.055536,0.001263,0.006641,0.029846,0.003421,0.012883,0.013933,0.009732,0.073740,0.004576,0.017725,female
0.054420,0.111040,3.105324,0.160894,0.211260,0.257776,0.022686,0.084625,-25.356242,3.142443,0.473147,0.304585,0.029140,0.052972,-0.148165,-0.170665,-0.148831,-0.060693,-0.148410,-0.113768,-0.186381,0.005683,0.000386,0.092930,0.000372,0.001351,0.048143,0.000271,0.001884,0.011392,0.002272,0.068757,0.000545,0.044713,0.098424,0.077516,0.275345,0.087478,0.035011,0.417853,0.028064,0.155338,2.684968,0.562350,0.581862,0.409637,0.392363,0.310942,0.428125,0.268007,0.223731,0.246716,0.270796,0.355621,0.274499,0.007797,0.000674,0.079569,0.000895,0.001645,0.061858,0.000612,0.004573,0.014691,0.005192,0.066764,0.001250,0.013369,female
0.083488,0.029128,2.978758,0.167867,0.183752,0.598540,0.019519,0.127551,-29.210160,2.169896,0.404195,0.043836,0.036829,0.078245,0.061855,0.082738,-0.014953,-0.008384,-0.017439,0.022323,0.053497,0.013361,0.001502,0.038858,0.000656,0.004726,0.019670,0.000783,0.003226,0.013065,0.001690,0.118211,0.001628,0.041451,0.090275,0.044386,0.255499,0.063365,0.031954,0.610970,0.018777,0.149198,4.280350,1.239602,0.678906,0.665796,0.487744,0.360742,0.379579,0.312238,0.278124,0.255996,0.329075,0.327903,0.284945,0.025614,0.002629,0.057785,0.000942,0.011029,0.014936,0.001811,0.005646,0.017088,0.002385,0.084267,0.002499,0.016630,female
0.062283,0.048783,2.926879,0.157466,0.190314,0.495576,0.024620,0.094368,-29.043084,2.319078,0.336756,0.138517,-0.080616,-0.070024,-0.111345,-0.011678,-0.067148,-0.031919,-0.134602,-0.005875,-0.055202,0.011848,0.001204,0.049051,0.000978,0.004736,0.036682,0.000770,0.003593,0.018401,0.001320,0.095699,0.001894,0.041768,0.055432,0.083901,0.315796,0.041134,0.035621,0.550904,0.019471,0.108174,4.585485,1.006442,0.708066,0.463744,0.426732,0.320225,0.306580,0.320282,0.322684,0.339054,0.291693,0.296873,0.292541,0.024812,0.002153,0.060796,0.002232,0.010740,0.051841,0.002430,0.010515,0.023851,0.002089,0.085920,0.004613,0.016723,female
0.061146,0.045240,2.955284,0.156843,0.186195,0.384875,0.026158,0.089354,-27.969930,2.467427,0.579029,0.049933,-0.070927,0.186233,0.068213,0.162989,0.023217,-0.040758,0.038143,0.042396,-0.114908,0.018265,0.000864,0.028130,0.000634,0.005083,0.014322,0.000342,0.005164,0.015202,0.001313,0.131991,0.001423,0.043337,0.064630,0.051149,0.279917,0.063248,0.038120,0.442206,0.025629,0.108239,3.933427,1.115096,0.687545,0.681807,0.497061,0.361395,0.296404,0.297574,0.292149,0.271193,0.249858,0.276595,0.261292,0.034999,0.001898,0.039191,0.001474,0.008738,0.017564,0.000613,0.017637,0.019563,0.002413,0.082036,0.004795,0.015507,female
0.060794,0.040373,2.914116,0.148296,0.180905,0.427748,0.029511,0.091643,-27.821057,2.546328,0.219749,-0.005884,-0.209612,0.118844,0.170301,0.105778,-0.005271,0.038325,0.057633,0.172189,-0.079335,0.019654,0.001116,0.026315,0.000613,0.009308,0.023280,0.000730,0.003558,0.011028,0.003380,0.119980,0.001293,0.040567,0.053364,0.052713,0.279369,0.047364,0.038742,0.517336,0.033740,0.104364,4.042395,1.085055,0.759974,0.649774,0.561049,0.369570,0.334738,0.325617,0.336826,0.258929,0.228717,0.301671,0.312213,0.040207,0.002080,0.032609,0.000920,0.016509,0.025551,0.001856,0.005690,0.015570,0.007677,0.085828,0.002555,0.017526,female
0.076397,0.020676,2.822524,0.165785,0.189025,0.509730,0.028089,0.106039,-29.823573,2.173560,0.476231,0.148750,-0.067262,0.081064,0.161914,0.041844,0.045519,-0.009777,0.044088,0.036184,0.025821,0.007171,0.001761,0.022106,0.000749,0.007894,0.023095,0.000573,0.002014,0.014200,0.001767,0.141084,0.002155,0.043392,0.074293,0.040782,0.468624,0.052326,0.033562,0.469428,0.032876,0.121750,4.378609,0.915651,0.591893,0.630125,0.560306,0.358924,0.340616,0.310355,0.275521,0.265042,0.283228,0.267467,0.236007,0.017213,0.004289,0.033682,0.001051,0.014207,0.028089,0.001016,0.002806,0.017884,0.002321,0.083295,0.005584,0.018401,female
0.065388,0.033881,2.923985,0.151603,0.177934,0.376309,0.030412,0.094191,-28.228239,2.534644,0.689965,-0.018251,-0.106193,0.130106,0.008261,0.131815,-0.017616,0.054953,-0.018089,0.006857,-0.149537,0.017844,0.000596,0.031787,0.000534,0.003488,0.012853,0.000492,0.004832,0.014300,0.001175,0.129507,0.002219,0.043308,0.073549,0.038062,0.315689,0.066023,0.035669,0.480829,0.035999,0.115646,3.809473,1.234589,0.678941,0.688650,0.521714,0.454037,0.324264,0.265000,0.286316,0.292953,0.261580,0.272457,0.282966,0.030816,0.000974,0.047299,0.001116,0.005447,0.012192,0.001379,0.013962,0.018912,0.002662,0.086487,0.010876,0.016789,female
0.058103,0.042404,2.943180,0.144142,0.177998,0.425790,0.024260,0.090916,-27.749827,2.730382,0.259193,0.165286,-0.086086,0.151348,0.014953,0.007958,-0.035937,0.043903,0.061434,0.152097,-0.071372,0.010091,0.001222,0.019787,0.000553,0.006635,0.021083,0.000569,0.002923,0.021868,0.004882,0.131676,0.001280,0.040432,0.049930,0.052396,0.311094,0.045693,0.040593,0.490091,0.025243,0.093724,4.151449,1.085426,0.726238,0.471982,0.503137,0.382668,0.334166,0.367921,0.307793,0.260574,0.312744,0.290493,0.275381,0.021096,0.002637,0.021506,0.000912,0.011736,0.028922,0.000916,0.004904,0.025734,0.012480,0.070746,0.002229,0.015179,female
0.072414,0.045512,2.919552,0.153821,0.175337,0.604877,0.023299,0.122222,-27.967044,2.436678,0.272359,0.051107,-0.014644,0.081874,-0.025105,0.096349,-0.065246,-0.096356,-0.046098,0.051302,-0.026068,0.007485,0.003551,0.028073,0.001255,0.006924,0.035899,0.000539,0.002962,0.023560,0.002523,0.103758,0.001364,0.036831,0.056077,0.058629,0.306537,0.049737,0.038503,0.600045,0.020026,0.120106,4.241060,1.172194,0.751807,0.648967,0.397144,0.336082,0.329628,0.350609,0.256846,0.305102,0.290826,0.277464,0.251609,0.011029,0.008642,0.034565,0.002664,0.010988,0.043197,0.000935,0.004525,0.026249,0.003897,0.073458,0.001870,0.015088,female
0.072063,0.021945,2.849783,0.160592,0.183902,0.526709,0.032223,0.109821,-29.231606,2.317997,0.452037,0.118918,-0.078038,0.156656,0.147377,0.020822,0.016290,0.063260,0.007269,0.030268,-0.101373,0.007462,0.000987,0.022729,0.000514,0.005628,0.033462,0.000515,0.002977,0.013206,0.002683,0.133060,0.001624,0.043190,0.064711,0.035568,0.370810,0.054833,0.037863,0.548589,0.034043,0.123395,4.221327,1.018066,0.588077,0.591506,0.525736,0.393841,0.373229,0.363773,0.311856,0.307129,0.281214,0.267937,0.234182,0.011819,0.001725,0.031529,0.000797,0.012112,0.045960,0.000790,0.005769,0.014858,0.005231,0.083588,0.002988,0.017286,female
0.079872,0.041445,2.854878,0.158702,0.177225,0.540650,0.026819,0.122786,-28.271824,2.385224,0.348649,0.001454,-0.127801,-0.005246,0.087607,0.153584,-0.084699,0.047208,-0.144732,-0.017168,-0.182409,0.018600,0.001301,0.055644,0.001027,0.003641,0.017408,0.000850,0.007150,0.015302,0.001593,0.089947,0.001528,0.038787,0.080422,0.052491,0.413415,0.063199,0.042142,0.648502,0.022074,0.142992,3.577933,1.228596,0.844583,0.630920,0.488954,0.397713,0.393486,0.352411,0.315749,0.262577,0.306538,0.306410,0.326270,0.032542,0.002953,0.061518,0.001950,0.005721,0.020066,0.001628,0.020231,0.022128,0.002650,0.084902,0.002623,0.017129,female
0.088019,0.017389,2.919710,0.170194,0.178549,0.742081,0.025169,0.142423,-30.309805,1.931860,-0.343921,-0.218196,-0.370105,-0.296751,-0.288487,-0.163992,-0.035698,0.175539,0.193314,0.033407,0.001820,0.024051,0.001286,0.012852,0.001972,0.005746,0.020699,0.001255,0.004686,0.031835,0.004935,0.087113,0.007310,0.035583,0.054315,0.024162,0.508676,0.044622,0.031567,0.555369,0.022586,0.113982,5.161101,0.985065,0.766367,0.469137,0.425215,0.318623,0.433254,0.363464,0.475338,0.384068,0.363950,0.305026,0.265767,0.036706,0.001563,0.014332,0.003112,0.008286,0.027911,0.001944,0.008773,0.041663,0.009957,0.074812,0.018079,0.014373,female
0.067231,0.010591,2.845420,0.162909,0.193600,0.509796,0.024780,0.094625,-32.333539,2.023861,-0.296446,0.104721,-0.091032,-0.072432,0.165386,0.002094,0.004138,-0.023865,-0.088041,0.127877,0.032960,0.007323,0.001781,0.015295,0.001269,0.010575,0.024754,0.001207,0.004716,0.013289,0.003336,0.142343,0.002136,0.045227,0.049956,0.016216,0.304345,0.038732,0.039294,0.343654,0.024589,0.077228,5.169846,0.937429,0.775833,0.491496,0.371015,0.350263,0.336215,0.350412,0.322162,0.313581,0.346051,0.323199,0.197061,0.011722,0.003323,0.021005,0.002478,0.017286,0.025714,0.002589,0.007261,0.015418,0.005930,0.071264,0.004114,0.017381,female
0.128171,0.026700,2.982232,0.192322,0.179198,1.057011,0.025779,0.214546,-31.556534,1.449270,-0.093915,-0.118544,0.032882,0.073482,0.073727,0.061185,-0.082210,-0.052072,0.019885,0.083161,0.071214,0.010995,0.003697,0.020318,0.002594,0.009373,0.027310,0.001673,0.004458,0.019525,0.004471,0.088425,0.003539,0.034579,0.077008,0.031908,0.389336,0.053647,0.035039,0.654209,0.028105,0.128233,3.817905,1.229376,0.636017,0.525561,0.439754,0.360264,0.294854,0.341020,0.320250,0.302788,0.327869,0.295778,0.282800,0.018516,0.005459,0.025463,0.005271,0.016243,0.029917,0.003006,0.006297,0.028456,0.008935,0.077739,0.005971,0.017866,female
0.077879,0.018271,2.877245,0.162344,0.183853,0.645922,0.023772,0.118590,-31.398955,1.992545,-0.074439,0.152551,-0.041508,0.048585,-0.082520,-0.026335,0.039231,-0.013036,-0.018846,0.168321,-0.032282,0.009402,0.001426,0.016982,0.001297,0.006842,0.025029,0.001254,0.002594,0.018945,0.003263,0.129468,0.003260,0.041925,0.050289,0.030976,0.306630,0.039280,0.036763,0.512123,0.016449,0.097271,5.511117,0.955462,0.614539,0.503179,0.424248,0.306361,0.363661,0.372640,0.382999,0.302187,0.279673,0.317944,0.268324,0.017349,0.002158,0.017138,0.002120,0.011237,0.026649,0.002275,0.002690,0.026754,0.006602,0.070456,0.007913,0.016699,female
0.069455,0.036621,2.884026,0.151907,0.174271,0.561229,0.032122,0.101563,-29.967118,2.051105,-0.591184,0.335315,0.000063,-0.283799,-0.005030,-0.091992,-0.153745,0.073777,-0.079670,0.152643,0.070460,0.008932,0.006037,0.019472,0.001790,0.006599,0.023367,0.003368,0.007865,0.021730,0.004425,0.108240,0.003654,0.038705,0.047309,0.044703,0.238822,0.041556,0.048173,0.427098,0.032948,0.088595,6.539821,1.084840,1.219117,0.617607,0.349814,0.398271,0.299503,0.406470,0.366407,0.315503,0.309263,0.394906,0.249393,0.013775,0.013095,0.024341,0.003894,0.014678,0.031584,0.008084,0.014914,0.033016,0.009379,0.101284,0.006652,0.021076,female
0.072795,0.013262,2.844488,0.166274,0.191184,0.516628,0.023604,0.098271,-31.703934,2.079002,-0.124540,0.019561,-0.245950,-0.248974,-0.127953,-0.076904,-0.062173,0.002701,0.024601,0.119845,0.007736,0.011988,0.001863,0.017051,0.001266,0.006788,0.027732,0.002774,0.002813,0.023040,0.003417,0.115842,0.001827,0.041517,0.055962,0.019575,0.396539,0.046205,0.038368,0.419945,0.018880,0.084987,5.588168,0.986930,0.665715,0.566830,0.501770,0.459715,0.386589,0.410204,0.314586,0.304799,0.369181,0.356318,0.261447,0.020729,0.003533,0.020790,0.002253,0.011890,0.034750,0.008854,0.004177,0.033263,0.006804,0.077542,0.004023,0.016846,female
0.112727,0.015053,2.922766,0.189126,0.189863,0.921678,0.023591,0.191135,-31.591350,1.768496,-0.110875,0.022610,-0.018933,-0.089257,-0.144425,0.062212,-0.008815,-0.070133,-0.069095,0.059045,0.054650,0.009945,0.003554,0.016171,0.001770,0.012514,0.024952,0.001158,0.003167,0.023364,0.002674,0.094660,0.003695,0.033306,0.094826,0.020504,0.330855,0.059953,0.032632,0.708859,0.028522,0.164373,3.580993,1.070716,0.698480,0.510163,0.371950,0.290962,0.369559,0.307709,0.343490,0.327937,0.343966,0.278832,0.266188,0.014978,0.005025,0.018926,0.002341,0.021468,0.024536,0.001702,0.003788,0.030106,0.003845,0.073933,0.007446,0.017834,female
0.061335,0.013076,2.910991,0.157570,0.188527,0.508236,0.022612,0.093192,-32.808885,2.188239,-0.019554,0.107810,0.153069,0.175036,0.028489,0.147122,-0.087069,-0.062810,-0.163341,-0.083253,-0.025468,0.007496,0.001284,0.018888,0.001519,0.016196,0.019844,0.000955,0.003108,0.008020,0.003178,0.142655,0.002189,0.044466,0.041720,0.019953,0.292287,0.046872,0.041061,0.472725,0.017167,0.093093,4.982921,1.026331,0.690932,0.556261,0.388572,0.286392,0.311117,0.353438,0.331413,0.347544,0.363522,0.324145,0.243862,0.012793,0.002017,0.018323,0.002734,0.022801,0.015686,0.002223,0.005748,0.011655,0.007453,0.059579,0.004717,0.013330,female
0.067090,0.009897,2.873682,0.164566,0.201151,0.539510,0.027079,0.098083,-33.569346,2.115994,0.070327,0.169975,-0.015721,-0.013747,0.057965,0.034082,-0.030447,0.028715,0.023849,0.020335,0.003368,0.012867,0.001850,0.016254,0.000741,0.006738,0.024563,0.001045,0.002482,0.012249,0.002776,0.145101,0.002497,0.046055,0.053168,0.017177,0.340899,0.043174,0.030728,0.487890,0.025007,0.093560,3.899020,0.872236,0.482103,0.420540,0.354804,0.285213,0.273661,0.335909,0.292830,0.243693,0.255562,0.273440,0.265825,0.022421,0.004093,0.020139,0.001256,0.012045,0.026131,0.001874,0.004138,0.022310,0.005536,0.070272,0.006306,0.015944,female
0.084013,0.009372,2.817645,0.165544,0.186894,0.678974,0.026780,0.130521,-32.348444,1.891158,-0.097449,0.201270,0.197241,-0.048604,0.009489,0.050423,0.005217,0.032130,-0.083798,0.000436,-0.036286,0.007437,0.001588,0.021503,0.003112,0.008334,0.018072,0.001892,0.003250,0.005158,0.005186,0.139207,0.003939,0.040150,0.083621,0.027696,0.301428,0.051495,0.038255,0.675172,0.025454,0.143741,5.419359,1.167086,1.156623,0.569297,0.366138,0.398920,0.311672,0.319290,0.329059,0.303194,0.303847,0.219096,0.215246,0.013242,0.002135,0.022919,0.007502,0.012703,0.016824,0.003796,0.005240,0.005293,0.008032,0.084628,0.007185,0.021267,female
0.060235,0.010753,2.890158,0.159118,0.196785,0.479117,0.022744,0.079250,-32.895851,2.142603,0.023256,-0.006941,0.139066,0.117078,0.023765,0.113303,-0.069592,0.027041,-0.040771,0.025660,-0.033368,0.014557,0.001073,0.017781,0.001099,0.011309,0.025986,0.000657,0.003666,0.008381,0.002490,0.140378,0.002328,0.045786,0.046798,0.016950,0.301111,0.043522,0.040104,0.372179,0.018211,0.068038,5.704750,0.879065,0.599368,0.687523,0.409312,0.326270,0.306548,0.313171,0.342024,0.368388,0.281339,0.302799,0.284431,0.030463,0.001575,0.018916,0.001926,0.020163,0.025463,0.001039,0.008789,0.012528,0.007848,0.083698,0.004147,0.017047,female
0.057463,0.022929,2.896836,0.160550,0.203192,0.452043,0.023591,0.075762,-32.953532,2.056930,0.102969,0.298905,0.180828,0.025414,0.025228,-0.017298,-0.087419,0.031747,-0.012176,0.113110,0.027974,0.008563,0.001459,0.012248,0.001196,0.005560,0.030317,0.001600,0.002426,0.020698,0.002296,0.148686,0.002418,0.049161,0.041200,0.027157,0.308228,0.033048,0.025123,0.340902,0.022148,0.064308,2.836037,0.684372,0.623759,0.480512,0.356263,0.342080,0.283797,0.309433,0.326094,0.314267,0.306127,0.313579,0.272084,0.015397,0.002963,0.011104,0.002228,0.014658,0.032992,0.004570,0.003540,0.026779,0.004914,0.059700,0.005132,0.013556,female
0.080035,0.018830,3.007094,0.163795,0.183731,0.595596,0.024965,0.115820,-29.819304,2.308969,0.109307,-0.006535,-0.190228,-0.173915,-0.112371,0.023756,0.111234,0.001982,-0.048241,-0.047916,-0.110315,0.015971,0.005859,0.041875,0.001008,0.005699,0.017418,0.000706,0.001567,0.020937,0.003633,0.092529,0.004268,0.036365,0.072561,0.036536,0.257356,0.055105,0.036269,0.671894,0.024239,0.125895,4.837595,1.407716,0.751517,0.563590,0.415683,0.385704,0.309774,0.314600,0.285017,0.331825,0.326741,0.312183,0.279699,0.027285,0.018720,0.051578,0.002615,0.008437,0.015212,0.001194,0.001798,0.026763,0.011727,0.076077,0.016093,0.014911,female
0.098251,0.031174,2.942029,0.178551,0.180282,0.630055,0.019649,0.150822,-28.602898,2.278673,0.250963,-0.043665,0.040611,-0.139807,-0.030367,0.005975,0.020930,-0.072030,0.057150,-0.044563,-0.025139,0.008363,0.002794,0.022003,0.001687,0.007472,0.030015,0.001054,0.002717,0.027709,0.002614,0.092048,0.003886,0.033239,0.105830,0.046474,0.314991,0.077531,0.036361,0.577802,0.016925,0.150268,4.444302,1.294584,0.949881,0.681525,0.471134,0.413600,0.322013,0.281230,0.415188,0.361604,0.299500,0.277023,0.251107,0.014603,0.004611,0.026654,0.003018,0.010857,0.047464,0.002074,0.005063,0.029829,0.004475,0.067472,0.009496,0.015311,female
0.100123,0.015554,3.010643,0.172303,0.174364,0.947194,0.017155,0.173201,-30.164976,2.014663,-0.347369,0.022596,0.181430,-0.191522,-0.065405,0.071081,0.075595,-0.100156,-0.113670,-0.044239,-0.111777,0.014565,0.004803,0.039956,0.003121,0.008777,0.029228,0.001635,0.004816,0.017195,0.004819,0.064129,0.009115,0.029696,0.068935,0.029673,0.247298,0.050321,0.030441,0.713025,0.012628,0.138096,5.017493,1.461510,0.827320,0.606904,0.398977,0.430957,0.390642,0.364545,0.305671,0.307331,0.298545,0.346377,0.311712,0.019100,0.006499,0.046109,0.004048,0.013127,0.038567,0.002329,0.006761,0.018782,0.007030,0.069696,0.021317,0.016266,female
0.125661,0.030940,3.071689,0.184244,0.175458,1.083389,0.017779,0.211339,-29.535163,1.660743,-0.259737,-0.031945,-0.097678,-0.027266,-0.036173,-0.055357,0.091164,-0.133715,0.060989,-0.088119,-0.048193,0.008224,0.004219,0.020369,0.002167,0.011201,0.033041,0.002690,0.004104,0.017272,0.009573,0.076310,0.004231,0.029236,0.069413,0.051396,0.207470,0.051302,0.028782,0.733523,0.015483,0.139704,4.738646,1.242021,0.784715,0.520064,0.414169,0.420979,0.352004,0.405526,0.392839,0.393470,0.388951,0.402856,0.268633,0.009227,0.006287,0.025674,0.003208,0.012929,0.040662,0.004552,0.006056,0.026918,0.022416,0.064578,0.004676,0.014648,female
0.092927,0.021251,3.015604,0.176788,0.190207,0.499898,0.022949,0.123545,-29.743283,2.319541,0.491925,-0.163857,-0.119465,-0.110753,-0.057986,-0.044066,-0.052283,-0.071221,-0.096990,-0.067970,0.052839,0.008920,0.001420,0.026632,0.000556,0.012266,0.052993,0.000487,0.001396,0.017746,0.002101,0.080617,0.001382,0.038411,0.110066,0.039492,0.368364,0.076477,0.033946,0.618741,0.020851,0.146935,4.914841,1.245809,0.625699,0.656858,0.461754,0.308028,0.331233,0.352180,0.428759,0.453119,0.321196,0.335087,0.258553,0.020814,0.003430,0.038025,0.001044,0.027880,0.066579,0.000905,0.001358,0.023784,0.004720,0.082545,0.002345,0.017225,female
0.093915,0.018625,2.931409,0.179908,0.184854,0.628229,0.023491,0.132962,-30.212778,1.959132,0.265880,-0.278739,0.000298,-0.197636,-0.060447,0.102341,0.059863,-0.162414,-0.169214,-0.096253,-0.055353,0.019839,0.002557,0.032797,0.001220,0.012658,0.029360,0.001056,0.001827,0.013578,0.003366,0.087820,0.003557,0.037678,0.093881,0.027894,0.369886,0.069400,0.033513,0.620717,0.018242,0.140850,5.202076,1.192846,0.779118,0.824361,0.457652,0.369882,0.370815,0.313771,0.402903,0.402241,0.337595,0.336391,0.312665,0.035988,0.005535,0.038735,0.002319,0.025927,0.038069,0.002362,0.002136,0.022671,0.009305,0.095442,0.008102,0.018768,female
