@RELATION svm_rbf_speaker_male_female
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {Male,Female}

@DATA
0.047898,0.053073,2.943244,0.104349,0.144352,0.344130,0.011892,0.056530,-24.606551,2.810617,0.744984,0.080682,0.373443,0.068302,0.052305,-0.058590,0.100444,-0.033516,0.066830,0.107282,0.202783,0.015018,0.000972,0.080622,0.015810,0.030613,0.008081,0.044132,0.001404,0.005430,0.009728,0.055126,0.002268,0.031737,0.003878,0.002513,-0.041073,0.002307,0.002088,0.022187,0.000042,0.006141,0.245437,-0.035112,-0.007892,-0.056676,-0.025187,0.016886,-0.032762,0.030929,-0.005534,0.029716,0.012477,-0.031370,-0.009806,0.001887,0.000108,-0.001159,-0.004154,-0.001605,0.001083,-0.000931,0.000028,0.001000,-0.000942,-0.000548,0.000925,-0.000800,0.039811,0.053801,0.212110,0.033179,0.028839,0.350876,0.006656,0.070819,2.144066,0.871165,0.656044,0.471814,0.320100,0.256293,0.255925,0.242991,0.322256,0.306639,0.227251,0.259695,0.158531,0.017796,0.001167,0.040258,0.019324,0.024344,0.006174,0.036232,0.002426,0.005396,0.007064,0.048092,0.002669,0.012073,0.032700,0.051442,0.326263,0.037133,0.048557,0.339001,0.007755,0.076928,2.142109,1.066339,0.725340,0.481993,0.357250,0.288729,0.300060,0.273250,0.356901,0.337884,0.309227,0.411006,0.206840,0.023909,0.001693,0.054326,0.029341,0.037872,0.009579,0.047589,0.003632,0.006695,0.011086,0.058548,0.003060,0.016103,Male
0.048374,0.068300,3.098517,0.111892,0.144314,0.419185,0.012865,0.054507,-23.523939,2.603485,0.648896,-0.109381,0.186000,0.107664,-0.056224,-0.172269,-0.096527,0.098750,0.049990,-0.020347,0.128464,0.033120,0.004329,0.076134,0.011458,0.024449,0.004109,0.025597,0.001608,0.015935,0.009848,0.029041,0.002488,0.032837,-0.000340,-0.001110,0.001629,0.000589,-0.001229,0.000413,0.000518,-0.002753,-0.151591,0.044541,0.077875,-0.025857,0.060858,-0.057840,-0.010010,0.027186,-0.013659,0.009094,-0.019078,-0.008014,-0.000315,0.012779,-0.000025,0.005129,-0.003989,-0.002427,-0.000167,-0.001335,-0.000306,0.000793,-0.001644,-0.003905,-0.000406,0.001746,0.029176,0.037238,0.158388,0.025911,0.033304,0.311742,0.006036,0.055416,1.665726,0.782949,0.612973,0.290987,0.288342,0.289992,0.224876,0.204977,0.320616,0.191943,0.220299,0.181579,0.130425,0.037611,0.006944,0.059870,0.011462,0.027163,0.003621,0.032748,0.002574,0.022297,0.008662,0.028972,0.002875,0.016053,0.036362,0.048379,0.226941,0.036798,0.048223,0.415737,0.008489,0.064522,1.741758,0.911942,0.546738,0.405696,0.354140,0.326616,0.283183,0.283582,0.350634,0.257578,0.242482,0.285970,0.160995,0.045375,0.010361,0.054711,0.020057,0.038656,0.005536,0.042664,0.003252,0.030140,0.010080,0.040141,0.003776,0.016667,Male
0.058779,0.059529,3.065719,0.112050,0.143917,0.463786,0.012060,0.076180,-23.205455,2.601115,0.392530,-0.229261,-0.125993,0.127716,0.069135,-0.109922,0.087106,-0.046297,0.141209,-0.069010,0.259228,0.025665,0.003746,0.046227,0.012112,0.020943,0.024694,0.017269,0.003403,0.006672,0.014715,0.040709,0.005119,0.024710,0.001316,-0.001952,-0.042063,-0.004003,-0.007014,-0.018435,0.000313,-0.004968,0.078266,-0.001414,-0.005075,-0.006825,-0.013333,0.063557,-0.024026,-0.008814,0.037056,0.031315,-0.024910,0.007052,0.020620,-0.005359,-0.000260,0.006555,0.004356,0.001758,-0.000042,-0.003430,0.000053,-0.002547,0.003450,-0.000180,0.000282,0.000752,0.045697,0.032650,0.210343,0.035293,0.030787,0.499086,0.005668,0.080663,2.128656,0.587927,0.950119,0.240354,0.310318,0.247489,0.267684,0.237672,0.286733,0.143552,0.191730,0.204381,0.242846,0.034581,0.003811,0.022950,0.017390,0.017660,0.024743,0.011997,0.005656,0.007284,0.016747,0.045169,0.008375,0.013483,0.052628,0.042849,0.290657,0.045003,0.029121,0.625916,0.008737,0.106367,2.593113,0.855468,0.953630,0.331516,0.446974,0.336135,0.365186,0.289894,0.320434,0.205310,0.217458,0.245574,0.341766,0.042576,0.006021,0.030454,0.021288,0.019490,0.033690,0.016762,0.007854,0.009996,0.024502,0.066718,0.011866,0.019786,Male
0.050245,0.089801,3.067091,0.100941,0.140480,0.374970,0.011234,0.070216,-22.932458,3.030751,0.331507,-0.293155,0.100980,-0.037358,-0.158997,-0.263369,0.207968,0.029762,0.111072,-0.061963,0.155325,0.014040,0.002706,0.028182,0.013611,0.032345,0.033103,0.019788,0.003572,0.009313,0.018055,0.039850,0.006153,0.023064,-0.004845,0.005796,0.081796,-0.000775,0.003323,-0.040328,-0.000506,-0.006326,0.206593,-0.053503,-0.030294,0.055227,-0.032096,0.019503,-0.048981,-0.026344,-0.003048,-0.000417,-0.033003,-0.021097,-0.017291,-0.000063,0.000028,-0.001109,-0.000370,0.004267,0.007262,0.001370,-0.000031,-0.000078,-0.001582,-0.001895,0.000104,0.001895,0.031870,0.035477,0.224472,0.031702,0.029276,0.356774,0.004132,0.056437,1.493792,0.756349,0.759852,0.436564,0.424220,0.339106,0.247003,0.357644,0.285485,0.330148,0.270541,0.232709,0.187784,0.011793,0.002487,0.024185,0.016190,0.041910,0.026670,0.014046,0.009573,0.011219,0.018226,0.037392,0.006200,0.010859,0.037661,0.045359,0.430955,0.035148,0.039583,0.435736,0.005630,0.069040,1.911214,0.822913,0.714346,0.465724,0.531681,0.425106,0.312003,0.423933,0.337978,0.394179,0.352645,0.252526,0.248293,0.017772,0.003695,0.032699,0.020961,0.036996,0.029036,0.017931,0.013691,0.016460,0.020208,0.040840,0.009839,0.012376,Male
0.042424,0.046904,3.081293,0.106538,0.147307,0.395724,0.009568,0.065815,-25.568204,2.405285,1.052852,0.041094,0.150601,0.041289,-0.110827,-0.032247,0.338831,0.130172,0.136206,0.098619,0.294539,0.007319,0.001719,0.093103,0.013884,0.022546,0.010512,0.031582,0.000385,0.012470,0.019281,0.044983,0.005013,0.033601,0.002385,-0.003151,0.000955,0.002102,-0.002394,0.042595,-0.000169,0.008011,-0.067393,-0.128057,0.060532,-0.039699,0.018945,0.051040,-0.015396,0.000598,-0.003822,0.003472,0.017827,-0.031775,0.035331,-0.001497,-0.000084,0.002308,0.000785,-0.001455,-0.001992,0.003254,-0.000001,-0.001386,-0.000202,0.000231,0.000020,0.000504,0.032091,0.028867,0.146077,0.025197,0.025915,0.392562,0.006332,0.070204,1.452758,0.502235,0.468515,0.391831,0.354010,0.282274,0.282447,0.175272,0.182030,0.295325,0.177145,0.222554,0.169960,0.009053,0.001653,0.050064,0.016434,0.013345,0.011227,0.023397,0.000295,0.014644,0.016708,0.027561,0.010225,0.009769,0.034764,0.028487,0.178166,0.022869,0.032314,0.358320,0.008100,0.067899,1.192267,0.621164,0.442936,0.357298,0.426694,0.332806,0.332321,0.210335,0.249669,0.320506,0.272041,0.261950,0.179625,0.011609,0.002017,0.064428,0.018672,0.019324,0.022258,0.035961,0.000416,0.014208,0.023045,0.035973,0.010854,0.012792,Male
0.023287,0.076310,3.109344,0.083972,0.144816,0.128991,0.017969,0.024864,-24.529328,3.235175,0.622147,-0.064048,-0.026453,0.018747,-0.234928,-0.031695,0.102162,0.043008,0.185929,0.008957,0.227326,0.011136,0.001714,0.044011,0.015853,0.034617,0.012263,0.035950,0.000945,0.015716,0.031666,0.036332,0.003618,0.029392,-0.001248,-0.006557,-0.013285,0.002365,0.006320,-0.012299,0.000877,-0.000681,-0.139188,0.063908,-0.003482,0.005551,0.030272,-0.050392,-0.008466,-0.013196,0.015770,0.057706,0.001615,0.004789,-0.012307,-0.000051,-0.000345,0.002675,0.000101,0.000596,-0.002485,-0.008180,-0.000157,-0.001917,0.002512,-0.000242,0.000130,-0.001262,0.009129,0.040178,0.133329,0.021958,0.039880,0.096462,0.013155,0.017727,1.893183,0.597999,0.426496,0.325431,0.248414,0.219807,0.217687,0.205241,0.201833,0.161331,0.093018,0.153459,0.160968,0.020243,0.002136,0.042480,0.012514,0.035663,0.013189,0.039381,0.001464,0.012533,0.021043,0.027001,0.005966,0.010353,0.010708,0.045449,0.184676,0.032611,0.061865,0.116472,0.013832,0.026518,1.472915,0.648417,0.322887,0.373914,0.333555,0.263853,0.260573,0.275835,0.222878,0.266304,0.112979,0.232782,0.201236,0.026983,0.002545,0.053793,0.018196,0.045474,0.018961,0.063632,0.001617,0.016139,0.029919,0.041447,0.008874,0.012014,Male
0.190707,0.034535,3.129562,0.276698,0.195114,1.561206,0.008737,0.348187,-23.931102,0.764112,0.157315,-0.707462,-0.169931,0.250924,-0.191695,-0.089250,-0.207394,0.167565,-0.010179,0.036064,0.061485,0.004510,0.004683,0.006318,0.005623,0.007637,0.015563,0.028802,0.004884,0.014471,0.021074,0.006319,0.002544,0.014564,-0.002096,0.002129,0.002645,-0.000071,-0.000272,0.011443,0.000121,-0.008875,0.052048,-0.030398,-0.013058,0.029140,-0.052289,0.002746,-0.001979,0.012934,0.043155,-0.009580,0.025681,0.027265,-0.028886,0.000718,0.000342,-0.000075,-0.000150,0.000037,0.001765,-0.005983,-0.003232,-0.000036,0.001399,-0.001527,0.000050,-0.001018,0.095430,0.039465,0.184964,0.078410,0.019048,0.565061,0.004254,0.165168,1.881150,0.804367,0.957429,0.324098,0.498337,0.312553,0.334818,0.321378,0.238940,0.193077,0.255282,0.225862,0.192169,0.005341,0.006920,0.007308,0.005669,0.008207,0.021935,0.028813,0.008379,0.015606,0.017111,0.005703,0.001652,0.007956,0.106401,0.045288,0.257979,0.087703,0.026815,0.683955,0.006112,0.196505,2.129258,0.951068,1.010618,0.412876,0.591264,0.389181,0.469871,0.335383,0.271213,0.299973,0.312660,0.330228,0.155554,0.006850,0.009658,0.007708,0.007026,0.010677,0.034336,0.033920,0.009867,0.020415,0.022320,0.011569,0.002459,0.009641,Male
0.161045,0.053940,3.015559,0.258560,0.199493,1.493360,0.007754,0.329313,-23.106740,0.955935,-0.302974,-0.349793,-0.130380,-0.051988,-0.042985,0.058893,-0.159191,0.152197,-0.020695,0.006766,0.376574,0.009596,0.003198,0.005914,0.009092,0.014977,0.015154,0.011930,0.004187,0.018175,0.007305,0.011999,0.017701,0.013642,0.013517,-0.001761,0.015862,0.013903,0.008800,0.110677,-0.002805,0.027750,-0.091229,-0.100272,-0.049541,0.282936,-0.003731,-0.191719,0.022476,0.231586,0.060385,0.037482,0.024028,-0.043063,0.067648,-0.000233,0.000082,-0.000544,0.002145,-0.004651,-0.000720,-0.001033,-0.002438,0.000037,-0.000134,-0.000811,-0.002372,-0.000154,0.047310,0.015809,0.233801,0.040332,0.013414,0.318625,0.004511,0.085496,1.197941,0.370948,0.628658,0.310263,0.377340,0.254074,0.325374,0.262469,0.208612,0.165212,0.269450,0.165482,0.223029,0.006665,0.003445,0.004393,0.006815,0.015440,0.015775,0.015413,0.004293,0.019823,0.005623,0.016821,0.016160,0.006132,0.060606,0.016588,0.308835,0.036440,0.012153,0.286240,0.004796,0.088810,1.432546,0.533071,0.732504,0.382950,0.496127,0.223004,0.497433,0.167484,0.246719,0.281061,0.449763,0.198893,0.413655,0.009889,0.004488,0.006715,0.009257,0.019378,0.018965,0.021256,0.004497,0.029541,0.004677,0.018993,0.023099,0.006591,Male
0.098811,0.028789,2.807275,0.188912,0.197712,0.663226,0.020774,0.128750,-24.556916,2.269236,0.402679,-0.443277,-0.265137,0.002702,-0.018801,0.154909,-0.229992,0.124801,-0.082465,-0.006822,0.137936,0.016413,0.003723,0.013600,0.027315,0.060591,0.028602,0.028538,0.004365,0.008621,0.007964,0.009935,0.008642,0.026992,0.008479,0.002915,-0.009357,0.009245,0.003612,0.067763,0.000016,0.013563,0.207715,-0.198265,-0.025705,-0.040395,-0.033736,0.046687,0.068692,-0.017426,0.026550,0.023177,0.016238,0.004290,0.012334,-0.007479,-0.000624,0.003477,0.000498,-0.002817,-0.003466,0.001875,0.000853,0.000761,0.000443,-0.000430,-0.005286,-0.001215,0.053041,0.023612,0.415222,0.050839,0.014751,0.478639,0.016493,0.107023,1.992957,0.909336,0.822955,0.372755,0.322271,0.247912,0.480681,0.205258,0.364792,0.230788,0.157288,0.206754,0.263163,0.021840,0.005146,0.013618,0.039409,0.053772,0.033936,0.020250,0.007882,0.011593,0.007908,0.014045,0.010918,0.013714,0.046257,0.037166,0.599281,0.039138,0.019407,0.412414,0.023328,0.097211,2.989667,0.761309,0.736114,0.404677,0.391377,0.383363,0.473266,0.261046,0.431296,0.280759,0.191855,0.268020,0.300337,0.030935,0.008273,0.012420,0.055921,0.066766,0.044622,0.028289,0.008398,0.015621,0.008837,0.019138,0.022798,0.018903,Male
0.169681,0.034299,3.158203,0.250293,0.196661,1.357052,0.009149,0.339687,-23.628984,1.388755,0.162432,-0.856192,-0.300473,-0.079158,0.229034,0.283673,-0.080352,0.037873,-0.081983,0.147347,-0.068989,0.007239,0.019040,0.018083,0.014069,0.015534,0.013823,0.011677,0.006633,0.004026,0.009334,0.009652,0.005157,0.015184,0.027378,-0.005070,0.010016,0.018478,-0.001185,0.102837,-0.000322,0.025500,-0.373344,-0.174914,0.216136,0.116818,-0.007008,0.039281,0.009332,0.004405,0.034464,-0.018450,0.051029,-0.022537,0.028802,-0.000930,-0.002927,-0.000006,-0.000366,-0.000340,-0.005971,-0.000134,-0.000133,-0.000150,-0.000056,0.002413,-0.000606,-0.001552,0.066913,0.024958,0.114538,0.050332,0.012517,0.374048,0.003164,0.080718,1.212143,0.724137,0.686070,0.514372,0.658144,0.328551,0.254966,0.277987,0.326649,0.259321,0.323365,0.203505,0.251504,0.007625,0.024595,0.013101,0.014050,0.017672,0.016768,0.015628,0.014314,0.003005,0.011733,0.011300,0.004985,0.007347,0.060057,0.022354,0.180206,0.044843,0.018040,0.413335,0.004986,0.089129,1.126055,0.759573,0.428921,0.413088,0.796199,0.413119,0.362977,0.314604,0.316303,0.367909,0.382844,0.271413,0.247956,0.010627,0.029657,0.017116,0.020279,0.022479,0.035232,0.024090,0.016695,0.004284,0.015257,0.012503,0.006550,0.012165,Male
0.113141,0.044928,3.071509,0.211805,0.194424,0.966218,0.017233,0.212875,-23.433279,1.718226,0.372997,-0.422343,-0.606613,0.068252,-0.028763,0.061841,0.061235,0.024781,0.060864,-0.013000,-0.056491,0.009000,0.006896,0.010513,0.035939,0.029198,0.016227,0.018498,0.008906,0.006853,0.010942,0.021227,0.020386,0.025201,0.004474,0.005789,-0.106787,0.002641,0.001018,0.020018,0.004921,0.006688,0.163919,0.014159,0.059626,-0.004718,0.003977,0.000320,0.029901,0.043981,0.075428,0.031322,-0.101084,-0.027897,-0.094926,0.000635,0.000728,0.000176,-0.000016,-0.000752,-0.013320,-0.002289,-0.000006,-0.000197,0.001850,0.007144,0.005832,-0.001078,0.046641,0.031925,0.250341,0.039714,0.014002,0.391249,0.009767,0.113814,1.647243,0.668725,0.528287,0.408506,0.481454,0.261091,0.256111,0.222666,0.333662,0.253700,0.268915,0.159869,0.221109,0.009888,0.009718,0.014783,0.038077,0.020939,0.021382,0.021292,0.014456,0.011186,0.005989,0.013917,0.020716,0.008265,0.057809,0.031335,0.316567,0.052516,0.019628,0.518866,0.009433,0.139994,2.242309,0.879610,0.455138,0.478210,0.602139,0.327194,0.268811,0.227280,0.427261,0.278456,0.244566,0.262707,0.289435,0.014815,0.012708,0.018841,0.053458,0.036891,0.051639,0.030867,0.013604,0.016990,0.008855,0.023419,0.032230,0.010244,Male
0.113892,0.030347,2.817131,0.217516,0.210661,0.930695,0.013702,0.210562,-24.809824,2.159857,0.096337,-0.742738,-0.099337,-0.071354,0.139985,0.159442,-0.086789,-0.039405,-0.068578,0.028839,-0.085415,0.014318,0.011875,0.021070,0.015440,0.028921,0.017006,0.038216,0.002040,0.005000,0.011445,0.009528,0.008081,0.020415,-0.002347,-0.002690,0.007398,-0.003730,0.000074,-0.046925,0.000181,-0.012156,-0.309141,0.077680,-0.010425,0.042728,0.080042,0.031211,-0.013496,-0.001826,-0.002098,0.037244,0.012679,0.010278,0.008032,-0.001528,-0.000354,-0.000118,-0.000605,-0.002650,-0.000123,0.004594,-0.000402,0.000601,0.003077,-0.000145,-0.000517,0.000409,0.048604,0.032659,0.388567,0.055299,0.022855,0.582033,0.007748,0.145790,2.306215,0.662075,0.609136,0.613088,0.420642,0.398773,0.299099,0.284389,0.333074,0.257659,0.220214,0.198880,0.224287,0.020776,0.011864,0.021119,0.016925,0.029847,0.015970,0.038530,0.002286,0.004927,0.010698,0.009162,0.010234,0.009860,0.063080,0.044819,0.572092,0.067485,0.030503,0.709534,0.007950,0.196946,2.886222,0.741614,0.606900,0.664503,0.471883,0.535320,0.321711,0.328239,0.355172,0.356870,0.276645,0.255301,0.228659,0.030666,0.016659,0.027215,0.023412,0.048717,0.024710,0.043707,0.002341,0.006213,0.012290,0.013354,0.014126,0.010380,Male
0.168805,0.028631,2.991138,0.251313,0.194373,1.295939,0.011252,0.316750,-24.662151,1.330893,0.420892,-0.981993,-0.508625,0.309317,0.109066,0.266662,-0.121573,-0.221840,-0.077867,-0.239101,-0.120882,0.009494,0.009140,0.029847,0.018734,0.013436,0.006245,0.006522,0.004385,0.007986,0.014824,0.017082,0.008078,0.016027,0.008385,-0.007384,0.043024,0.008970,0.007211,0.090351,-0.000781,0.020375,-0.634515,0.029547,0.126285,-0.010753,-0.013854,-0.088337,0.027157,0.047880,0.006090,-0.013672,-0.000092,-0.037918,-0.007729,0.001540,0.001840,0.001802,0.000496,0.000244,0.002166,-0.003534,-0.002537,0.000355,-0.008090,0.000449,0.000799,-0.001697,0.083580,0.035910,0.305730,0.055457,0.015447,0.361089,0.005295,0.103950,2.098463,0.520691,0.599563,0.423598,0.371406,0.347150,0.372824,0.377376,0.274746,0.232658,0.201115,0.218744,0.251985,0.004947,0.014780,0.020402,0.013720,0.017823,0.005157,0.007181,0.006344,0.013781,0.016508,0.023031,0.008164,0.008852,0.075018,0.051856,0.392450,0.069208,0.024138,0.439322,0.005805,0.148747,2.343191,0.618296,0.962968,0.605543,0.490938,0.400139,0.415941,0.481660,0.313408,0.345960,0.245932,0.387519,0.348659,0.005989,0.022418,0.031111,0.018755,0.028491,0.005249,0.013615,0.011267,0.020377,0.035019,0.025352,0.012511,0.008501,Male
0.166479,0.038088,3.164900,0.227708,0.181013,1.808400,0.004787,0.265188,-21.871971,0.624820,-0.826282,-0.088237,-0.324513,0.326519,0.021491,-0.236166,-0.035199,-0.196076,-0.138104,0.064053,-0.079636,0.007169,0.006981,0.008247,0.010180,0.010019,0.014440,0.018471,0.006140,0.006893,0.016787,0.010487,0.008385,0.008664,-0.000417,-0.002863,0.004395,-0.001348,0.000853,-0.006379,0.000090,-0.002583,-0.074449,0.048943,-0.008908,0.051006,0.055731,-0.031882,-0.003381,-0.009154,-0.006888,0.010083,0.052278,0.018603,-0.007449,0.000258,0.000118,-0.001959,0.000419,-0.000163,0.000331,0.001942,-0.000036,-0.000081,-0.000047,0.001030,0.000222,0.000004,0.023218,0.029602,0.124238,0.015667,0.010338,0.218015,0.002094,0.039086,0.919923,0.366443,0.402574,0.289417,0.271521,0.269039,0.204436,0.201202,0.168422,0.084934,0.267540,0.181454,0.195145,0.004010,0.003555,0.006602,0.006202,0.008048,0.010361,0.012081,0.004444,0.004602,0.016346,0.005979,0.006364,0.005047,0.023882,0.042720,0.162306,0.018508,0.012481,0.257176,0.002054,0.052349,1.156910,0.528890,0.537515,0.356994,0.247670,0.374155,0.292740,0.259224,0.212338,0.127081,0.343859,0.280500,0.312467,0.003637,0.005379,0.008960,0.008568,0.011674,0.015886,0.017035,0.006676,0.006609,0.023923,0.007043,0.010243,0.006604,Male
0.158385,0.052384,3.222994,0.253217,0.195728,1.512632,0.007778,0.298250,-22.144853,0.507583,-0.047338,-0.243208,-0.760515,0.187782,-0.432688,-0.000040,-0.195463,-0.054259,-0.166712,-0.293665,-0.350849,0.033317,0.011147,0.009818,0.008414,0.007990,0.010578,0.004249,0.002447,0.003824,0.017427,0.039647,0.014648,0.023192,-0.024155,-0.008961,0.000211,-0.007199,0.008163,-0.144837,-0.000418,-0.020375,-0.209002,0.220724,-0.112322,0.192278,0.066930,-0.081086,-0.043500,0.049497,0.004250,0.048042,-0.006924,0.050758,0.087559,-0.006772,-0.002303,-0.000362,-0.000137,-0.000632,0.000138,-0.005391,-0.002019,-0.000460,0.007374,0.029171,-0.001547,0.005116,0.041643,0.024538,0.076272,0.019227,0.008020,0.289109,0.002862,0.050563,0.406058,0.411834,0.374049,0.307366,0.308798,0.182112,0.148890,0.247834,0.315648,0.166357,0.223969,0.279303,0.352634,0.032627,0.022218,0.007045,0.009203,0.011670,0.018652,0.003713,0.002415,0.004089,0.025256,0.024967,0.010297,0.009480,0.035529,0.036549,0.118113,0.021839,0.006700,0.268224,0.003344,0.058861,0.856495,0.411541,0.299638,0.287858,0.389793,0.359878,0.274556,0.263151,0.430163,0.245922,0.272353,0.211028,0.361661,0.050325,0.029385,0.009416,0.011712,0.015098,0.019460,0.010675,0.003369,0.004837,0.030837,0.019389,0.016943,0.011707,Male
